kode_user,message,clean_text,severity,predicted_severity
GI0077,"Halo, dengan Aini Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama, nomor telfon: Elsa 08123450432 Alamat Pemasangan: jl selat sunda v d5 48 Kelurahan: lesanpuro Share location: Tahu Kapten Naratel darimana:  sudah pasang     Terima kasih 😊",halo ain customer service layan internet kapten naratel bantu isi data area tercover belum kak nama nomor telfon elsa alamat pasang jl selat sunda v lurah lesanpuro share location kapten naratel darimana pasang terima kasih,1,1
KJ1992,"Kenapa sih Internet Naratel hari ini sering trobel, koneksi gak lancar, status bolak balik RTO ????",sih internet naratel trobel koneksi gak lancar status bolak rto,2,2
GI0131,Mbk saya mau bayar wifi,mbk bayar wifi,1,1
KD1564,Sudah saya bayar min,bayar min,1,1
KT1187,Setiap saya cek tagihan itu berbeda,cek tagih beda,1,1
KT2044,apa bisa pasang minggu tgl 24 kak,pasang tanggal kak,1,1
KM0822,OK. Saya mau transfer sekarang,ok transfer,1,1
JT1120,Sy baru pasang Kira2 minggu . Apa bisa dapatkan paket ini? Seperti nya lebih menarik,pasang dapat paket nya tarik,1,1
STKI0016,Jika sesaat sy ingin beganti paket apa harus diganti juga modemnya ?,beganti paket ganti modem,1,1
KT1591,kak ini tagiahanya ga bisa dibayar ya ini internet nya mati kemarin terlambat untuk pembayarannya,kak tagiahanya ga bayar iya internet nya mati lambat bayar,2,1
JT1120,Saya dulu pilih paket 5mb,pilih paket mb,1,1
KM1533,Mau tanya pembayaran via TF apa sudah tidak bisa?,bayar via tf tidak,1,1
KM2409,Gangguan lagi kak,ganggu kak,2,2
KT2043,Supaya tdk repot bagaimana klau tinggal pasang kembali modem kemarin. Selesai dipasang siap,tidak repot klau pasang modem selesai pasang,1,1
"KM1191, KM1397","m-Transfer : BERHASIL Tanggal: 22 Sep 2025  10:00:24 Ke:  SPARKPAY   15412000000000005788 Total Tagihan: Rp 123,000.00  Biaya Termasuk PPN (Bila ada) PT. BANK CENTRAL ASIA TBK. MENARA BCA - JAKARTA PUSAT NPWP : 0013084496091000",m transfer hasil tanggal sep sparkpay total tagih rp biaya ppn pt bank central asia tbk menara bca jakarta pusat npwp,1,1
KT2043,Ass. Maaf sekali. Kemarin internet saya berhenti sementara dan modemnya sudah diambil oleh teknisinya.  Skrang mau pasang lagi terus caranya gimana ya? Suwun. Terimakasih.,ass maaf internet henti modem ambil teknisi skrang pasang iya suwun terimakasih,4,1
KP2154,Saya mau pasang kok malah tny ada hal lain,pasang tny,1,1
KT1591,cek nomer VA nya dimana ya kak,cek nomer va nya iya kak,1,1
KT0172,081232271083 INI nomernya orang Yg mau pasang sesuai ktp yg sy kirim,nomernya pasang ktp kirim,1,1
KP2047,Nanti kalau ada masalah sy konfirmasi lg,konfirmasi,1,1
KD1693,Internetnya sedang ada gangguan lagi kah Min? 🙏,internetnya ganggu min,2,2
KT0680,"Hallo kak,cara bayar wifi pake brimo itu gimana ya?",hallo kak bayar wifi pakai brimo iya,1,1
KJ2257,Panduan bayar gmn,pandu bayar gmn,1,1
KP2154,Mau pasang wifi baru,pasang wifi,1,1
KI0864,Untuk pembayaran berapa jumlahnya kak?,bayar kak,1,1
KD0581,Tagihan bulan ini naik ya ?,tagih iya,1,1
STKN0013,"Saya dapat info dari iklan, Ada paket apa saja?",informasi iklan paket,1,1
KT1591,sudah kak monnmaap terlambat,kak monnmaap lambat,2,2
KI2236,modemnya mati kak,modem mati kak,2,2
JT0487,nanti awal september sekitar tgl 1 atau 2 tolong dicabut ya,september tanggal cabut iya,4,1
KD0581,Biasanya bayar di agen nya pak sugeng,bayar agen nya sugeng,1,1
KD0581,Tapi coba nanti ku bayar TF ke BCA,coba ku bayar tf bca,1,1
KM0822,Besok saya bayar ke Margo Utomo,besok bayar margo utomo,1,1
KJ2257,Ini total bayar brp ya,total bayar iya,1,1
KI2236,tadi modemnya mati kak,modem mati kak,2,2
KJ2182,Wifi gangguan tidak bisa,wifi ganggu tidak,2,2
KP2176,Bisa info in promo bulan agustus pasang baru,informasi in promo agustus pasang,1,1
KP2176,Info kan harga nya mbak,informasi harga nya mbak,1,1
KP1648,Sering begitu kapten naratel skrg bikin kecewa pelanggan aj,kapten naratel skrg bikin kecewa langgan,3,1
KP0437,Gangguan terus ya,ganggu iya,2,2
KT0172,"Dari orang yg pasang di rumah sy dl ka, sy jg pasang kapten naratel",pasang rumah dl kakak pasang kapten naratel,1,1
KM1662,Kok sering gangguan pak,ganggu,2,2
GJ0024,Nanti tanggal 2 saya putus kak,tanggal putus kak,2,1
GI0131,Kode VA yg BCA kok ada notif TDK ditemukan tagihan,kode va bca notif tidak tagih,1,1
KD1736,Kak saya mau bayar tagihan internet apa bisa dibuatkan no virtual baru Yang ini mau saya bayar nggak bisa,kak bayar tagih internet buat virtual bayar tidak,1,1
KJ2182,Lupa waktu bayar jatuh tempo tgl 5,lupa bayar jatuh tempo tanggal,1,1
KT2043,Siap on (nyala)  internetnya dan langsung bisa dipakai.,on nyala internetnya pakai,1,1
KM0822,Mau tanya kalau bayar lewat apa. Karena saya mau bayar sudah ditutup,bayar bayar tutup,1,1
KM0822,Mau tanya kenapa lewat transfer tidak bisa,transfer tidak,1,1
KM0822,Ke nomor berapa. Dan rekening atas nama siapa,nomor rekening nama,1,1
KP1989,Oh gitu Skrang saya mw TF pkai dana kak bisa kirim kode nya,skrang now watching tf pkai dana kak kirim kode nya,1,1
KM0076,"lo kemarin uda gangguan sampai jam 4 sore mulai jam 11 lebih,skrng ko gangguan lg",uda ganggu jam sore jam skrng ko ganggu,2,2
KT2082,Aku mau pasang nih info dong,pasang informasi,1,1
KD1328,Mau bayar paket kak dganti yang paket 5mbps 120k/bulan,bayar paket kak dganti paket mbps,1,1
KT0433,Ini mau transfer dari kemarin susah,transfer susah,1,1
KT0433,Rekening tidak valid trus pakai VA  tagihan TDK ditemukan .harus bayar kemana bih,rekening tidak valid trus pakai va tagih tidak bayar bih,1,1
KP2154,Yg penting wifi yg biasa di pasang drmh2 itu lo,wifi pasang drmh,1,1
JT0002,nanti saya cek lagi kak,cek kak,1,1
KT0172,"Untuk pemasanganya kapan ya, mhn konfirmasi ke no yg sy kirim",pemasanganya iya mohon konfirmasi kirim,1,1
KP1176,Ini aku bayar tagihan hari ini masih bisa kan kak?,bayar tagih kak,1,1
KT1187,Tolong bantu cek kn ya,bantu cek iya,1,1
KD1608,Kak bukti pembayaran bulan ini,kak bukti bayar,1,1
KP2176,Saya dapat dari IG ini promo yg mana ya,ig promo iya,1,1
KP1308,Bsok gangguan lagi ta,bsok ganggu ta,2,2
KM0822,Bisa dibantu cek kan,bantu cek,1,1
KN0247,LOS merah kak,los merah kak,2,2
KJ2257,Ada langsung tf gak kak?,tf gak kak,1,1
KT1690,Wifiinya apakah gangguan min??,wifiinya ganggu min,2,2
KP0271,Masih lemot min,lambat min,2,2
KD0607,Ya sdh kl gak bisa dicabut saja kak,iya sdh gak cabut kak,4,1
KM3431,"Belum , kemarin malam 2 kali dan tadi pagi juga 2 kali dan sampai sekarang belum mati modem nya",belum malam pagi belum mati modem nya,2,1
KM2250,Halo tagihan agustus saya kok belum keluar ya?,halo tagih agustus belum iya,1,1
KP2176,Saya tertarik dengan promo superstar ini kok murah banget ya,tarik promo superstar murah banget iya,1,1
KP1696,Kenapa kok sering gangguan ini ?,ganggu,2,2
KM1090,Kok gangguan lagi kak,ganggu kak,2,2
KP2176,Apakah paket buy 1 get 1 lebih menarik dari paket superstar,paket buy get tarik paket superstar,1,1
KT1187,Setiap saya cek itu pasti berbeda kalo pakai briva,cek beda pakai briva,1,1
KM1232,Bisa minta cara ganti password wifi,ganti password wifi,1,1
KP2050,kok ini masih nyala?,nyala,1,1
KP1459,Kalau gangguan terus mending saya pindah wifi saja.,ganggu lebih baik pindah wifi,2,2
KN0290,"Saya pak purgianto,wifi nya kok gak bisa, gangguan ta",purgianto wifi nya gak ganggu ta,2,2
KP0298,lampu indikator mati kak,lampu indikator mati kak,2,1
KP1851,Trouble2 ae bos wifi e,trouble ae bos wifi e,2,2
KI0314,Tadinya aman ada teknisi di depan rumah malah mati,aman teknisi rumah mati,2,2
KP2286,Paket 5 mbps,paket mbps,1,1
JT1088,Tagihan saya tgl brp ya,tagih tanggal iya,1,1
KD0043,permisi kak mau bayar wifi lewat tf,permisi kak bayar wifi tf,1,1
JT1144,Baik kak sudah daftar ulang ternyata kurang pilih promo,kak daftar ulang pilih promo,1,1
KD1642,Maksdnya bayar langsung di rumah,maksdnya bayar rumah,1,1
KD1642,Bayar bulanan secara tunai di lokasih bisa,bayar bulan tunai lokasih,1,1
KM0013,"Selamat siang, indikator nyala semua, tetapi tdk ada internet, apakah masih ada problem??",selamat siang indikator nyala tidak internet,1,1
KP2156,"saya masih di kantor, kak. depan rumah saya tadi pagi baru pasang juga. rumah saya depannya pas",kantor kak rumah pagi pasang rumah depan pas,1,1
KM0745,"Ibu/bapak, saya mau tanya perihal pembayran yg melalui VA, nominal menjadi 169...bearti sudah terkena biaya 3rb ya, sedangkan saya kalu bayar pakai Briva, di rekening saya terkena biaya admin lg senilai 6.500,- bearti saya terkena 2 x biaya, apakah kalau saya transfer seperti dulu ke nomer BCA a/n PT. SIGNAL BERKAH apakah masih bisa, mohon informasinya , trimakasih",perihal pembayran va nominal bearti kena biaya rb iya kalu bayar pakai briva rekening kena biaya admin nila bearti kena x biaya transfer nomer bca a pt signal berkah mohon informasi trimakasih,1,1
KI0640,Saya bayar pakai no ini tidak bisa masuk kk😊🙏,bayar pakai tidak masuk kakak,1,1
"KT1559, KD1396",utk yg lama bs kirm paket,kirm paket,1,1
KP1308,Klu masa aktif gak pernah telat bayar,klu aktif gak lambat bayar,1,1
KM1510,Gangguan lagi pak😪,ganggu,2,2
KT2074,Klw pilih kode promo,pilih kode promo,1,1
KJ1557,No reknya bri berapa,rek bri,1,1
KI1809,sya mau bayar sekarang,sya bayar,1,1
KP1566,Respon cepat dlm pelayanan gangguan WI-FI,respon cepat dlm layan ganggu wi fi,2,2
KP0909,Saya sdh bayar tp blm ada notifikasih masuk🙏,sdh bayar belum notifikasih masuk,1,1
KP1777,Apakah saya bisa ganti ke paket internet ynk 15 Mbps,ganti paket internet ynk mbps,1,1
KJ1242,"Gimana ini, saya tdi bayar wifi d alfamart katanya kodenya udah tidak bisa d gunakan lgi",bayar wifi alfamart kode tidak,1,1
KT0172,"Assalamualaiku ka,  ini mau pasang baru gimana caranya",assalamualaiku kakak pasang,1,1
STKN0013,Kk mau tnya itu superstar itu tarif paket nya flat ?  ato gmn?,kakak tnya superstar tarif paket nya flat gmn,1,1
KI2236,iya kak tidak nyala,iya kak tidak nyala,1,1
KP2154,Bayar ga minta gratisan aja sulitnya minta ampun,bayar ga gratis sulit ampun,1,1
KD0294,Maksudnya saya TF BCA melalui dana bisa kah,maksud tf bca dana,1,1
KI2581,"Maaf saya kok masih bingung ya, saya cek gagal trs.",maaf bingung iya cek gagal,1,1
STKI0016,Bedanya paket kapten sm superstar apa kak ?,beda paket kapten sm superstar kak,1,1
KT0172,"Itu sy mau pasang baru, itu Data sama Lokasi ugh sy Kiri di atas ka",pasang data lokasi ugh kiri kakak,1,1
KI2581,Saya biasanya transfer,transfer,1,1
KI2581,Atau bayar lewat Indomaret wes,bayar indomaret wes,1,1
KP0180,Admin trouble lagi kah,admin trouble,2,2
KT1204,Saya sudah membayar tagihan tp belum dpt notifikasi,bayar tagih belum notifikasi,1,1
KM2166,Saya mau bayar via VA BRI tidak bisa..apakah bisa via transfer ke rekening bank?,bayar via va bri tidak via transfer rekening bank,1,1
KT1478,"Selamat pagi kak,untuk tagihan bulanan nya sudah saya bayar ya tadi..lewat VA BCA.soalnya belom ada notif masuk.terima kasih",selamat pagi kak tagih bulan nya bayar iya va bca belum notif masuk terima kasih,1,1
KP1959,Iya kan sudah bayar 1 bulan kak,iya bayar kak,1,1
KJ1155,Kok gangguan lama skl ya,ganggu skl iya,2,2
KD1444,Sudah restart berulangkali tetap lemot,restart berulangkali lambat,2,2
KM3572,Tadi malam saya coba bayar tidak bisa soalnya,malam coba bayar tidak,1,1
KD0652,"kak,apa internetnya lagi trouble ya?",kak internetnya trouble iya,2,2
KT0172,Tlng selanjutnya konfirmasi sm orngnya yg mau pasanng no udh sy kirim,tlng konfirmasi sm orngnya pasanng udh kirim,1,1
KT1456,ini wifinya akhir2 ini kok lemot ya,wifinya lambat iya,2,2
KM3652,Satu bulan ini spertinya banyak lemot nya ya.... Gak seperti awal dl,spertinya lambat nya iya gak dl,2,2
KD0652,di cek odp itu gimana maksudnya kak?,cek odp maksud kak,1,1
KM2149,Saya mau bayar mba ini va bri nya ko ga bisa ya,bayar mbak va bri nya ko ga iya,1,1
KI3140,Waktunya bayar kan tgl 24,bayar tanggal,1,1
KI3181,Oh iya...saya tadi bayar tagihan ...tapi qok belum dapat notifikasi ya..,iya bayar tagih qok belum notifikasi iya,1,1
KT0172,OK sy tunggu kab  ya  untuk konfirmasi selanjutnya mhn ke no yg sdh sy kirim ya,ok tunggu kabupaten iya konfirmasi mohon sdh kirim iya,1,1
KM2972,info kok masih lemot ya internetnya katanya cuma 3 jam aja lgi perbaikan tapi ini sudah lebih 3 jam masih lemot gimana ini gak bisa menikmati hiburan untuk pakai wifi jadi gak nyaman dong ini,informasi lambat iya internetnya jam baik jam lambat gak nikmat hibur pakai wifi gak nyaman,2,2
KM2972,"Alhamdulillah sudah mulai normal wifi nya gak lemot, terima kasih kapten naratel",alhamdulillah normal wifi nya gak lambat terima kasih kapten naratel,2,1
KT0433,Ini jatuh tempo tgl 23 tapi dari kemarin SDH GK ada jaringan masuk,jatuh tempo tanggal sdh gk jaring masuk,1,1
KD0655,Kok sering bermasalah ya kak ndak kayak awal pasang dulu,masalah iya kak tidak kayak pasang,1,1
KD1809,Paket reguler kak,paket reguler kak,1,1
KD0655,Awal pasang dulu enak pemakaian juga tetep sama kayak yang awal pasang tapi kok sekarang sering troubel,pasang enak pakai tetep kayak pasang troubel,1,1
KP0345,Yg tidak.ada gangguan ini Mbps nya brapa,tidak ganggu mbps nya brapa,2,1
KT2043,Klau besuk mendaftar bisa langsung pasang dan internetnya bisa on (bisa dipakai)?,klau besuk daftar pasang internetnya on pakai,1,1
KT2074,Tpi ini masih harga yg sama ya kak,harga iya kak,1,1
STKI0016,Kalo masalah speed antara paket kapten sm superstar lebih cepat mana ?,speed paket kapten sm superstar cepat,1,1
KT2043,Klau pakai paket 10 Mbps biayanya berapa?  Cukup 175 ribu?,klau pakai paket mbps biaya,1,1
KM0745,Kalau bayar tunai sampai jam brp y kak,bayar tunai jam kak,1,1
GI0129,Mau tanyak mau bayar waifi ke rekening mana ya yang sekarang,tanyak bayar waifi rekening iya,1,1
KD0682,Tetangga nitip bayar,tetangga nitip bayar,1,1
KD0682,Jadi ngga enak klo gaada bukti pembayaran,tidak enak tidak ada uang bukti bayar,1,1
GI0129,Oke no rekening buat tranver bayar waifi,oke rekening tranver bayar waifi,1,1
KP2154,Jd pas pasang bs di fotokan,pas pasang foto,1,1
KD1713,Kode bayar saya apakah sama dengan pertama kali bayar?,kode bayar bayar,1,1
GI0129,57889390008415255  ke ini aja  ga apa apa ya saya tranver bayar waifinya,ga iya tranver bayar waifinya,1,1
KM2869,Mau tanyak kenapa wif nya skrg kok lemot g kayak dulu ya,tanyak wif nya skrg lambat g kayak iya,2,2
KM2869,Wif nya kak kok lemot,wif nya kak lambat,2,2
KT0776,Mau bayar bulan ini,bayar,1,1
"KM0584, KP2164",ini sdh saya bayar,sdh bayar,1,1
KM3924,Setiap hari gangguan kah?,ganggu,2,2
STKN0002,Kayaknya saya ambil paket superstar yang harga 99rb per bulan,kayak ambil paket superstar harga rb,1,1
KP2204,Minta price list harga,price list harga,1,1
KD1783,Ini harus bayar biaya tambahan sebesar 300 rb yaa min?,bayar biaya tambah rb yaa min,1,1
STKN0002,Mau pasang wifi kak,pasang wifi kak,1,1
STKN0002,Jadi kalo paket reguler itu statusnya sewa modem juga ya kak,paket reguler status sewa modem iya kak,1,1
GJ0357,Bayar BRI VA tidak bisa lewat FLIP?,bayar bri va tidak flip,1,1
KT1685,Sya mau bayar paket wifi,sya bayar paket wifi,1,1
KI3232,Di tunggu yakak udah di tf,tunggu yakak tf,1,1
KT1685,Mau bayar paket wifi atas nama ferdinandus mantur,bayar paket wifi nama ferdinandus mantur,1,1
KP1658,oh iya blh di TF,iya tf,1,1
KI0992,Wifinya lemot lggg,wifinya lambat lggg,2,2
KP1658,"Tanya kak, beda paket kapten dan superstar apa?",kak beda paket kapten superstar,1,1
KP0345,"Saya kira kalo.dibuat game atau streaming saya rasa tidak.ada masalah ,,paling banter lemot...tapi yg terjadi saat ini,,bukan hanya lemot tapi jaringan internet tidak ada",game streaming tidak banter lambat bukan lambat jaring internet tidak,2,2
"KI3184, STKN0003, KN0626",Kak mau tanyak klk mau pasang wifi lagi tapi ktp sama apakah bisa ?,kak tanyak klk pasang wifi ktp,1,1
KM3652,Layanan kok masih lemot,layan lambat,2,2
KM3652,2 HP yang lemot.... Tidak ada HP lainnya,hp lambat tidak hp,2,2
"KI3184, STKN0003, KN0626",Klk paket ini gk pakek router gitu kah kak.?,klk paket gk pakek router kak,1,1
"KI3184, STKN0003, KN0626",Baca di ig yg bayar 3 bulan gratis modem itu yg gimana kak.?,baca ig bayar gratis modem kak,1,1
KT0533,Kami bayar lewat BNI,bayar bni,1,1
KP1989,Besok sja sya tf,besok sja sya tf,1,1
KT1162,ini bayar wifinya lewat mana kak,bayar wifinya kak,1,1
KT1162,iya cepat ya kak mau bayar skrng soalnya,iya cepat iya kak bayar skrng,1,1
KJ0815,Boleh tanya klo mo pasang berapa sekarang,pasang,1,1
KN0047,Sore....lagi ada trouble?,sore trouble,2,2
KM0817,Signal wifi kok lemot lagi  .... ada apa lagi ini,signal wifi lambat,2,2
KJ1515,"Selamat pagi kak. Maaf, mau melaporkan lagi kalo wifinya ada indikator merah. Sudah dilakukan restart dengan cabut colok modem tetap gabisa",selamat pagi kak maaf lapor wifinya indikator merah restart pergi colok modem gabisa,4,2
KJ2488,Min mau bayar kok GK bisa ya,min bayar gk iya,1,1
KJ2488,Kak mau bayar bln ini,kak bayar,1,1
KP0919,Va BRI skr brp saya Transfer bolak balik salah terus,va bri skr transfer bolak salah,1,1
JT0515,"Kalau untuk modemnya berarti harus sedia sendiri ya,, tidak dipinjami kayak paket yang normal lainnya",modem sedia iya tidak pinjam kayak paket normal,1,1
JT0986,Kak kalau bayar melalui kantor apakah bisa?,kak bayar kantor,1,1
KP2051,Indikatornya tetep nyala kyk gini,indikator tetep nyala gin,1,1
KJ1446,Halo kak Fayza.. saya transfer ke re ini 👇.. kok ndak bisa ya,halo kak fayza transfer reply tidak iya,1,1
KJ1202,Kantor saya apa sdh bayar internet bulan ini?,kantor sdh bayar internet,1,1
KP1502,Kak ini mau bayar rekening BRI nya kok g bisa ya,kak bayar rekening bri nya g iya,1,1
KD1783,Kalau yg pakek paket superstar,pakek paket superstar,1,1
KN0047,Internetnya trouble kah? Daerah sudimoro,internetnya trouble daerah sudimoro,2,2
KJ1446,Ini pembayarannya apa ndak ada free admin.. kayak bayar listrik di shopee,bayar tidak free admin kayak bayar listrik shopee,1,1
KI0724,Kenapa layanan tambah buruk aja NARATEL....,layan buruk naratel,3,1
KD1783,"Kalau yg ini pakek paket yg 10, total yg harus saya bayar brapa min? 175 rb yaa min",pakek paket total bayar brapa min rb yaa min,1,1
KP1024,Saya mau bayar wifi kak,bayar wifi kak,1,1
KD1783,Baik min saya masang yg paket 10,min masang paket,1,1
JT0482,"iya betul, colokan sudah dipindah2 tapi blm nyala",iya colok pindah belum nyala,1,1
KJ0815,Landungsari tirto utomo,landungsari tirto utomo,2,2
JT0835,"Mau membayar tagihan via mobile banking bsi , ke rek briva tidak bisa",bayar tagih via mobile banking bsi rek briva tidak,1,1
KN0278,saya mau bayar pakai bank mandiri,bayar pakai bank mandiri,1,1
KD1783,"Ada min, bntar lagi say bayar k Indomaret",min bntar say bayar indomaret,1,1
KM3467,Sdh lepas pasang lagi,sdh lepas pasang,1,1
KJ1202,Tagihan internet dibayar kemana skrg kak,tagih internet bayar skrg kak,1,1
GJ0024,Bedanya paket kapten & paket superstar ini apa ya kak.?,beda paket kapten paket superstar iya kak,1,1
KM3344,"Tambah gk karu2an, lemote, d gawe tlp medot2",gk karuan lemote kerja telepon medot,2,1
KM2861,Apakah sudah masuk kak?,masuk kak,1,1
JT0999,Mhon maaf baru bls pesan dari anda no rekeningnya berapa boss nanti bayarnya  biar gk sudah  kyak kmarin ok trimakasih ya...🙏🏻🙏🏻,mhon maaf balas pesan rekening boss bayar biar gk kyak kmarin ok trimakasih iya,1,1
KP1351,Min minta kode bayar uda tgl 22 kok blm di kasi tagihan,min kode bayar uda tanggal belum kasi tagih,1,1
KD0442,Sdh sya bayar,sdh sya bayar,1,1
KM1486,Biaya admin koq Doble kak?,biaya admin doble kak,1,1
KP1658,Mau tny ap bs pasang hari ini?,tny pasang,1,1
KP1658,Tp rumahnya masih masuk ke timur,rumah masuk timur,1,1
