message,kode_user,cleaning_text,case_folding,tokenizing,normalization,remove_stopwords,stemming,clean_text,severity
"Dear Pelanggan Kapten Rizqi Ajeng Fitri Meidiati,  Terima kasih telah melakukan perpanjangan masa aktif wifi di Mitra Bayar nadia_cash.  ID Pelanggan   : KM0972 Nama Pelanggan  : Rizqi Ajeng Fitri Meidiati Paket Layanan   : 10 Masa aktif berlaku sampai : 23-October-2025  Terima kasih atas kepercayaan Anda menggunakan layanan kami.",KM0972,Dear Pelanggan Kapten Rizqi Ajeng Fitri Meidiati Terima kasih telah melakukan perpanjangan masa aktif wifi di Mitra Bayar nadia cash ID Pelanggan KM Nama Pelanggan Rizqi Ajeng Fitri Meidiati Paket Layanan Masa aktif berlaku sampai October Terima kasih atas kepercayaan Anda menggunakan layanan kami ,dear pelanggan kapten rizqi ajeng fitri meidiati terima kasih telah melakukan perpanjangan masa aktif wifi di mitra bayar nadia cash id pelanggan km nama pelanggan rizqi ajeng fitri meidiati paket layanan masa aktif berlaku sampai october terima kasih atas kepercayaan anda menggunakan layanan kami ,"['dear', 'pelanggan', 'kapten', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'terima', 'kasih', 'telah', 'melakukan', 'perpanjangan', 'masa', 'aktif', 'wifi', 'di', 'mitra', 'bayar', 'nadia', 'cash', 'id', 'pelanggan', 'km', 'nama', 'pelanggan', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'paket', 'layanan', 'masa', 'aktif', 'berlaku', 'sampai', 'october', 'terima', 'kasih', 'atas', 'kepercayaan', 'anda', 'menggunakan', 'layanan', 'kami']","['dear', 'pelanggan', 'kapten', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'terima', 'kasih', 'telah', 'melakukan', 'perpanjangan', 'masa', 'aktif', 'wifi', 'di', 'mitra', 'bayar', 'nadia', 'cash', 'id', 'pelanggan', 'kamu', 'nama', 'pelanggan', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'paket', 'layanan', 'masa', 'aktif', 'berlaku', 'sampai', 'october', 'terima', 'kasih', 'atas', 'kepercayaan', 'anda', 'menggunakan', 'layanan', 'kami']","['dear', 'pelanggan', 'kapten', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'terima', 'kasih', 'perpanjangan', 'aktif', 'wifi', 'mitra', 'bayar', 'nadia', 'cash', 'id', 'pelanggan', 'nama', 'pelanggan', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'paket', 'layanan', 'aktif', 'berlaku', 'october', 'terima', 'kasih', 'kepercayaan', 'layanan']","['dear', 'langgan', 'kapten', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'terima', 'kasih', 'panjang', 'aktif', 'wifi', 'mitra', 'bayar', 'nadia', 'cash', 'id', 'langgan', 'nama', 'langgan', 'rizqi', 'ajeng', 'fitri', 'meidiati', 'paket', 'layan', 'aktif', 'laku', 'october', 'terima', 'kasih', 'percaya', 'layan']",dear langgan kapten rizqi ajeng fitri meidiati terima kasih panjang aktif wifi mitra bayar nadia cash id langgan nama langgan rizqi ajeng fitri meidiati paket layan aktif laku october terima kasih percaya layan,1
Halo kak internetnya lambat lagi 🥲,JT1052,Halo kak internetnya lambat lagi ,halo kak internetnya lambat lagi ,"['halo', 'kak', 'internetnya', 'lambat', 'lagi']","['halo', 'kak', 'internetnya', 'lambat', 'lagi']","['halo', 'kak', 'internetnya', 'lambat']","['halo', 'kak', 'internetnya', 'lambat']",halo kak internetnya lambat,2
"Oke kk terimakasih Utk penjelasannya Tpi sepertinya utk mulai ke paket Baru mulai bulan depan, krn baru berlangganan kmrin, eman",KI0601,Oke kk terimakasih Utk penjelasannya Tpi sepertinya utk mulai ke paket Baru mulai bulan depan krn baru berlangganan kmrin eman,oke kk terimakasih utk penjelasannya tpi sepertinya utk mulai ke paket baru mulai bulan depan krn baru berlangganan kmrin eman,"['oke', 'kk', 'terimakasih', 'utk', 'penjelasannya', 'tpi', 'sepertinya', 'utk', 'mulai', 'ke', 'paket', 'baru', 'mulai', 'bulan', 'depan', 'krn', 'baru', 'berlangganan', 'kmrin', 'eman']","['oke', 'kakak', 'terimakasih', 'untuk', 'penjelasannya', 'tapi', 'sepertinya', 'untuk', 'mulai', 'ke', 'paket', 'baru', 'mulai', 'bulan', 'depan', 'karena', 'baru', 'berlangganan', 'kmrin', 'eman']","['oke', 'kakak', 'terimakasih', 'penjelasannya', 'paket', 'berlangganan', 'kmrin', 'eman']","['oke', 'kakak', 'terimakasih', 'jelas', 'paket', 'langgan', 'kmrin', 'eman']",oke kakak terimakasih jelas paket langgan kmrin eman,1
selamat sore kak  mau bayar Wi-Fi  bisa minta tolong kirim ulang nomor pembayaran 🙏  id : Kl2107,KI2107,selamat sore kak mau bayar Wi Fi bisa minta tolong kirim ulang nomor pembayaran id Kl,selamat sore kak mau bayar wi fi bisa minta tolong kirim ulang nomor pembayaran id kl,"['selamat', 'sore', 'kak', 'mau', 'bayar', 'wi', 'fi', 'bisa', 'minta', 'tolong', 'kirim', 'ulang', 'nomor', 'pembayaran', 'id', 'kl']","['selamat', 'sore', 'kak', 'mau', 'bayar', 'wi', 'fi', 'bisa', 'minta', 'tolong', 'kirim', 'ulang', 'nomor', 'pembayaran', 'id', 'kalau']","['selamat', 'sore', 'kak', 'bayar', 'wi', 'fi', 'kirim', 'ulang', 'nomor', 'pembayaran', 'id']","['selamat', 'sore', 'kak', 'bayar', 'wi', 'fi', 'kirim', 'ulang', 'nomor', 'bayar', 'id']",selamat sore kak bayar wi fi kirim ulang nomor bayar id,1
Mau minta nomor rekeningnya buat bayar soalnya va nya tidak bisa,KJ0435,Mau minta nomor rekeningnya buat bayar soalnya va nya tidak bisa,mau minta nomor rekeningnya buat bayar soalnya va nya tidak bisa,"['mau', 'minta', 'nomor', 'rekeningnya', 'buat', 'bayar', 'soalnya', 'va', 'nya', 'tidak', 'bisa']","['mau', 'minta', 'nomor', 'rekeningnya', 'buat', 'bayar', 'soalnya', 'va', 'nya', 'tidak', 'bisa']","['nomor', 'rekeningnya', 'bayar', 'va', 'nya', 'tidak']","['nomor', 'rekening', 'bayar', 'va', 'nya', 'tidak']",nomor rekening bayar va nya tidak,1
Selamat malam kak Mau bayar WiFi ID : KJ1802,KJ1802,Selamat malam kak Mau bayar WiFi ID KJ,selamat malam kak mau bayar wifi id kj,"['selamat', 'malam', 'kak', 'mau', 'bayar', 'wifi', 'id', 'kj']","['selamat', 'malam', 'kak', 'mau', 'bayar', 'wifi', 'id', 'kj']","['selamat', 'malam', 'kak', 'bayar', 'wifi', 'id', 'kj']","['selamat', 'malam', 'kak', 'bayar', 'wifi', 'id', 'kj']",selamat malam kak bayar wifi id kj,1
"Ijin Kak, Internet Trouble",JT0968,Ijin Kak Internet Trouble,ijin kak internet trouble,"['ijin', 'kak', 'internet', 'trouble']","['ijin', 'kak', 'internet', 'trouble']","['ijin', 'kak', 'internet', 'trouble']","['ijin', 'kak', 'internet', 'trouble']",ijin kak internet trouble,2
Baik kak sya mau konfirmasi pembayaran wifi terimakasih 🙏,KT1716,Baik kak sya mau konfirmasi pembayaran wifi terimakasih ,baik kak sya mau konfirmasi pembayaran wifi terimakasih ,"['baik', 'kak', 'sya', 'mau', 'konfirmasi', 'pembayaran', 'wifi', 'terimakasih']","['baik', 'kak', 'sya', 'mau', 'konfirmasi', 'pembayaran', 'wifi', 'terimakasih']","['kak', 'sya', 'konfirmasi', 'pembayaran', 'wifi', 'terimakasih']","['kak', 'sya', 'konfirmasi', 'bayar', 'wifi', 'terimakasih']",kak sya konfirmasi bayar wifi terimakasih,1
Ini kok ad gangguan semua ya internetnya,"KJ2032, KI2558, KI2722, KI2839, JT0679",Ini kok ad gangguan semua ya internetnya,ini kok ad gangguan semua ya internetnya,"['ini', 'kok', 'ad', 'gangguan', 'semua', 'ya', 'internetnya']","['ini', 'kok', 'ada', 'gangguan', 'semua', 'iya', 'internetnya']","['gangguan', 'iya', 'internetnya']","['ganggu', 'iya', 'internetnya']",ganggu iya internetnya,2
emang ada gangguan kah,KJ1993,emang ada gangguan kah,emang ada gangguan kah,"['emang', 'ada', 'gangguan', 'kah']","['emang', 'ada', 'gangguan', 'kah']",['gangguan'],['ganggu'],ganggu,2
kak wifi saya ko trouble yah,KJ1993,kak wifi saya ko trouble yah,kak wifi saya ko trouble yah,"['kak', 'wifi', 'saya', 'ko', 'trouble', 'yah']","['kak', 'wifi', 'saya', 'ko', 'trouble', 'yah']","['kak', 'wifi', 'ko', 'trouble', 'yah']","['kak', 'wifi', 'ko', 'trouble', 'yah']",kak wifi ko trouble yah,2
apakah perum Landungsari indah ada gangguan jaringan?,"KJ0939, KI3248",apakah perum Landungsari indah ada gangguan jaringan ,apakah perum landungsari indah ada gangguan jaringan ,"['apakah', 'perum', 'landungsari', 'indah', 'ada', 'gangguan', 'jaringan']","['apakah', 'perum', 'landungsari', 'indah', 'ada', 'gangguan', 'jaringan']","['perum', 'landungsari', 'indah', 'gangguan', 'jaringan']","['perum', 'landungsari', 'indah', 'ganggu', 'jaring']",perum landungsari indah ganggu jaring,2
"Malam, tagihan untuk KM2111 berapa?",KM2103,Malam tagihan untuk KM berapa ,malam tagihan untuk km berapa ,"['malam', 'tagihan', 'untuk', 'km', 'berapa']","['malam', 'tagihan', 'untuk', 'kamu', 'berapa']","['malam', 'tagihan']","['malam', 'tagih']",malam tagih,1
Sudah bayar ya mbak...,KI1337,Sudah bayar ya mbak ,sudah bayar ya mbak ,"['sudah', 'bayar', 'ya', 'mbak']","['sudah', 'bayar', 'iya', 'mbak']","['bayar', 'iya', 'mbak']","['bayar', 'iya', 'mbak']",bayar iya mbak,1
Kemarin sudah bayar,KT1526,Kemarin sudah bayar,kemarin sudah bayar,"['kemarin', 'sudah', 'bayar']","['kemarin', 'sudah', 'bayar']",['bayar'],['bayar'],bayar,1
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan:KT1873 Nama: Arto Kamading Alasan Berhenti Berlangganan: 17 Oktober 2025 Jadwal Pengambilan Modem: 28 Oktober 2025 Jam: 10:00 Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KT1873,Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut ID Pelanggan KT Nama Arto Kamading Alasan Berhenti Berlangganan Oktober Jadwal Pengambilan Modem Oktober Jam Sharelocation Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda Terima kasih telah mempercayakan kami untuk melayani Anda ,pengajuan berhenti berlangganan anda dapat diproses apabila melengkapi data berikut id pelanggan kt nama arto kamading alasan berhenti berlangganan oktober jadwal pengambilan modem oktober jam sharelocation segera isi form agar kami bisa memproses permohonan berhenti berlangganan anda terima kasih telah mempercayakan kami untuk melayani anda ,"['pengajuan', 'berhenti', 'berlangganan', 'anda', 'dapat', 'diproses', 'apabila', 'melengkapi', 'data', 'berikut', 'id', 'pelanggan', 'kt', 'nama', 'arto', 'kamading', 'alasan', 'berhenti', 'berlangganan', 'oktober', 'jadwal', 'pengambilan', 'modem', 'oktober', 'jam', 'sharelocation', 'segera', 'isi', 'form', 'agar', 'kami', 'bisa', 'memproses', 'permohonan', 'berhenti', 'berlangganan', 'anda', 'terima', 'kasih', 'telah', 'mempercayakan', 'kami', 'untuk', 'melayani', 'anda']","['pengajuan', 'berhenti', 'berlangganan', 'anda', 'dapat', 'diproses', 'apabila', 'melengkapi', 'data', 'berikut', 'id', 'pelanggan', 'kita', 'nama', 'arto', 'kamading', 'alasan', 'berhenti', 'berlangganan', 'oktober', 'jadwal', 'pengambilan', 'modem', 'oktober', 'jam', 'sharelocation', 'segera', 'isi', 'form', 'agar', 'kami', 'bisa', 'memproses', 'permohonan', 'berhenti', 'berlangganan', 'anda', 'terima', 'kasih', 'telah', 'mempercayakan', 'kami', 'untuk', 'melayani', 'anda']","['pengajuan', 'berhenti', 'berlangganan', 'diproses', 'melengkapi', 'data', 'id', 'pelanggan', 'nama', 'arto', 'kamading', 'alasan', 'berhenti', 'berlangganan', 'oktober', 'jadwal', 'pengambilan', 'modem', 'oktober', 'jam', 'sharelocation', 'isi', 'form', 'memproses', 'permohonan', 'berhenti', 'berlangganan', 'terima', 'kasih', 'mempercayakan', 'melayani']","['aju', 'henti', 'langgan', 'proses', 'lengkap', 'data', 'id', 'langgan', 'nama', 'arto', 'kamading', 'alas', 'henti', 'langgan', 'oktober', 'jadwal', 'ambil', 'modem', 'oktober', 'jam', 'sharelocation', 'isi', 'form', 'proses', 'mohon', 'henti', 'langgan', 'terima', 'kasih', 'percaya', 'layan']",aju henti langgan proses lengkap data id langgan nama arto kamading alas henti langgan oktober jadwal ambil modem oktober jam sharelocation isi form proses mohon henti langgan terima kasih percaya layan,4
Mas waifi sy kok mati ya,KJ0847,Mas waifi sy kok mati ya,mas waifi sy kok mati ya,"['mas', 'waifi', 'sy', 'kok', 'mati', 'ya']","['mas', 'waifi', 'saya', 'kok', 'mati', 'iya']","['mas', 'waifi', 'mati', 'iya']","['mas', 'waifi', 'mati', 'iya']",mas waifi mati iya,2
Wifi kok sering trouble ya?,KT1672,Wifi kok sering trouble ya ,wifi kok sering trouble ya ,"['wifi', 'kok', 'sering', 'trouble', 'ya']","['wifi', 'kok', 'sering', 'trouble', 'iya']","['wifi', 'trouble', 'iya']","['wifi', 'trouble', 'iya']",wifi trouble iya,2
"Permisi ini saya mau tanya, belum ada opsi pembayaran pakai dana ya di apk naratel? Karna biasanya saya bayar via dana lewat kedai terdekat.",KD1306,Permisi ini saya mau tanya belum ada opsi pembayaran pakai dana ya di apk naratel Karna biasanya saya bayar via dana lewat kedai terdekat ,permisi ini saya mau tanya belum ada opsi pembayaran pakai dana ya di apk naratel karna biasanya saya bayar via dana lewat kedai terdekat ,"['permisi', 'ini', 'saya', 'mau', 'tanya', 'belum', 'ada', 'opsi', 'pembayaran', 'pakai', 'dana', 'ya', 'di', 'apk', 'naratel', 'karna', 'biasanya', 'saya', 'bayar', 'via', 'dana', 'lewat', 'kedai', 'terdekat']","['permisi', 'ini', 'saya', 'mau', 'tanya', 'belum', 'ada', 'opsi', 'pembayaran', 'pakai', 'dana', 'iya', 'di', 'apk', 'naratel', 'karena', 'biasanya', 'saya', 'bayar', 'via', 'dana', 'lewat', 'kedai', 'terdekat']","['permisi', 'belum', 'opsi', 'pembayaran', 'pakai', 'dana', 'iya', 'apk', 'naratel', 'bayar', 'via', 'dana', 'kedai', 'terdekat']","['permisi', 'belum', 'opsi', 'bayar', 'pakai', 'dana', 'iya', 'apk', 'naratel', 'bayar', 'via', 'dana', 'kedai', 'dekat']",permisi belum opsi bayar pakai dana iya apk naratel bayar via dana kedai dekat,1
Malam kk Ada gangguan layanan kah?? Id kj2465 area landungsari,KJ2465,Malam kk Ada gangguan layanan kah Id kj area landungsari,malam kk ada gangguan layanan kah id kj area landungsari,"['malam', 'kk', 'ada', 'gangguan', 'layanan', 'kah', 'id', 'kj', 'area', 'landungsari']","['malam', 'kakak', 'ada', 'gangguan', 'layanan', 'kah', 'id', 'kj', 'area', 'landungsari']","['malam', 'kakak', 'gangguan', 'layanan', 'id', 'kj', 'area', 'landungsari']","['malam', 'kakak', 'ganggu', 'layan', 'id', 'kj', 'area', 'landungsari']",malam kakak ganggu layan id kj area landungsari,2
maap apakah ada gangguan di area malang landungsari?,KJ1771,maap apakah ada gangguan di area malang landungsari ,maap apakah ada gangguan di area malang landungsari ,"['maap', 'apakah', 'ada', 'gangguan', 'di', 'area', 'malang', 'landungsari']","['maap', 'apakah', 'ada', 'gangguan', 'di', 'area', 'malang', 'landungsari']","['maap', 'gangguan', 'area', 'malang', 'landungsari']","['maap', 'ganggu', 'area', 'malang', 'landungsari']",maap ganggu area malang landungsari,2
"Permisi, internet mati",GJ0295,Permisi internet mati,permisi internet mati,"['permisi', 'internet', 'mati']","['permisi', 'internet', 'mati']","['permisi', 'internet', 'mati']","['permisi', 'internet', 'mati']",permisi internet mati,2
Ini mau bayar sdh waktunya 🙏,KT1942,Ini mau bayar sdh waktunya ,ini mau bayar sdh waktunya ,"['ini', 'mau', 'bayar', 'sdh', 'waktunya']","['ini', 'mau', 'bayar', 'sdh', 'waktunya']","['bayar', 'sdh']","['bayar', 'sdh']",bayar sdh,1
Saya sdh bayar kok status nya masih blm ya,KM2320,Saya sdh bayar kok status nya masih blm ya,saya sdh bayar kok status nya masih blm ya,"['saya', 'sdh', 'bayar', 'kok', 'status', 'nya', 'masih', 'blm', 'ya']","['saya', 'sdh', 'bayar', 'kok', 'status', 'nya', 'masih', 'belum', 'iya']","['sdh', 'bayar', 'status', 'nya', 'belum', 'iya']","['sdh', 'bayar', 'status', 'nya', 'belum', 'iya']",sdh bayar status nya belum iya,1
Tp kok tagihan masih hari ini ya,KM2320,Tp kok tagihan masih hari ini ya,tp kok tagihan masih hari ini ya,"['tp', 'kok', 'tagihan', 'masih', 'hari', 'ini', 'ya']","['tapi', 'kok', 'tagihan', 'masih', 'hari', 'ini', 'iya']","['tagihan', 'iya']","['tagih', 'iya']",tagih iya,1
Saya biasanya bayar,KD1306,Saya biasanya bayar,saya biasanya bayar,"['saya', 'biasanya', 'bayar']","['saya', 'biasanya', 'bayar']",['bayar'],['bayar'],bayar,1
Ini saya mau bayar kak,KD1306,Ini saya mau bayar kak,ini saya mau bayar kak,"['ini', 'saya', 'mau', 'bayar', 'kak']","['ini', 'saya', 'mau', 'bayar', 'kak']","['bayar', 'kak']","['bayar', 'kak']",bayar kak,1
Untuk pembayaran periode 15 Oktober - 15 November 2025 sudah saya bayar ya,KT1526,Untuk pembayaran periode Oktober November sudah saya bayar ya,untuk pembayaran periode oktober november sudah saya bayar ya,"['untuk', 'pembayaran', 'periode', 'oktober', 'november', 'sudah', 'saya', 'bayar', 'ya']","['untuk', 'pembayaran', 'periode', 'oktober', 'november', 'sudah', 'saya', 'bayar', 'iya']","['pembayaran', 'periode', 'oktober', 'november', 'bayar', 'iya']","['bayar', 'periode', 'oktober', 'november', 'bayar', 'iya']",bayar periode oktober november bayar iya,1
Di Fb ada iklan naratel superstar 100 mbps tp byk yg ragu utk pasang..sy coba yakinkan pembaca kalo itu riel krn sy jg sdh pasang..,STKP0005,Di Fb ada iklan naratel superstar mbps tp byk yg ragu utk pasang sy coba yakinkan pembaca kalo itu riel krn sy jg sdh pasang ,di fb ada iklan naratel superstar mbps tp byk yg ragu utk pasang sy coba yakinkan pembaca kalo itu riel krn sy jg sdh pasang ,"['di', 'fb', 'ada', 'iklan', 'naratel', 'superstar', 'mbps', 'tp', 'byk', 'yg', 'ragu', 'utk', 'pasang', 'sy', 'coba', 'yakinkan', 'pembaca', 'kalo', 'itu', 'riel', 'krn', 'sy', 'jg', 'sdh', 'pasang']","['di', 'fb', 'ada', 'iklan', 'naratel', 'superstar', 'mbps', 'tapi', 'banyak', 'yang', 'ragu', 'untuk', 'pasang', 'saya', 'coba', 'yakinkan', 'pembaca', 'kalau', 'itu', 'riel', 'karena', 'saya', 'juga', 'sdh', 'pasang']","['fb', 'iklan', 'naratel', 'superstar', 'mbps', 'ragu', 'pasang', 'coba', 'yakinkan', 'pembaca', 'riel', 'sdh', 'pasang']","['fb', 'iklan', 'naratel', 'superstar', 'mbps', 'ragu', 'pasang', 'coba', 'yakin', 'baca', 'riel', 'sdh', 'pasang']",fb iklan naratel superstar mbps ragu pasang coba yakin baca riel sdh pasang,1
"Kak mau tanya no kontrak waifi l,a sucipto berapa yah soalnya mau habis🙏",KN0177,Kak mau tanya no kontrak waifi l a sucipto berapa yah soalnya mau habis ,kak mau tanya no kontrak waifi l a sucipto berapa yah soalnya mau habis ,"['kak', 'mau', 'tanya', 'no', 'kontrak', 'waifi', 'l', 'a', 'sucipto', 'berapa', 'yah', 'soalnya', 'mau', 'habis']","['kak', 'mau', 'tanya', 'no', 'kontrak', 'waifi', 'l', 'a', 'sucipto', 'berapa', 'yah', 'soalnya', 'mau', 'habis']","['kak', 'kontrak', 'waifi', 'l', 'a', 'sucipto', 'yah', 'habis']","['kak', 'kontrak', 'waifi', 'l', 'a', 'sucipto', 'yah', 'habis']",kak kontrak waifi l a sucipto yah habis,1
Lemot banget naratel,KI1735,Lemot banget naratel,lemot banget naratel,"['lemot', 'banget', 'naratel']","['lambat', 'banget', 'naratel']","['lambat', 'banget', 'naratel']","['lambat', 'banget', 'naratel']",lambat banget naratel,2
Saya mulai bayar kapan  Dan tolong segera diperbaiki biyar ada jaringanya lagi  Sekarang gada jaringanya internetnya,KT2055,Saya mulai bayar kapan Dan tolong segera diperbaiki biyar ada jaringanya lagi Sekarang gada jaringanya internetnya,saya mulai bayar kapan dan tolong segera diperbaiki biyar ada jaringanya lagi sekarang gada jaringanya internetnya,"['saya', 'mulai', 'bayar', 'kapan', 'dan', 'tolong', 'segera', 'diperbaiki', 'biyar', 'ada', 'jaringanya', 'lagi', 'sekarang', 'gada', 'jaringanya', 'internetnya']","['saya', 'mulai', 'bayar', 'kapan', 'dan', 'tolong', 'segera', 'diperbaiki', 'biyar', 'ada', 'jaringanya', 'lagi', 'sekarang', 'gada', 'jaringanya', 'internetnya']","['bayar', 'diperbaiki', 'biyar', 'jaringanya', 'gada', 'jaringanya', 'internetnya']","['bayar', 'baik', 'biyar', 'jaringanya', 'gada', 'jaringanya', 'internetnya']",bayar baik biyar jaringanya gada jaringanya internetnya,1
Wifi lagi gangguan kah? Dr jam set 10 gak bisa,JT0220,Wifi lagi gangguan kah Dr jam set gak bisa,wifi lagi gangguan kah dr jam set gak bisa,"['wifi', 'lagi', 'gangguan', 'kah', 'dr', 'jam', 'set', 'gak', 'bisa']","['wifi', 'lagi', 'gangguan', 'kah', 'dr', 'jam', 'set', 'gak', 'bisa']","['wifi', 'gangguan', 'dr', 'jam', 'set', 'gak']","['wifi', 'ganggu', 'dr', 'jam', 'set', 'gak']",wifi ganggu dr jam set gak,2
Mau bayar rek no berapa,KM0286,Mau bayar rek no berapa,mau bayar rek no berapa,"['mau', 'bayar', 'rek', 'no', 'berapa']","['mau', 'bayar', 'rek', 'no', 'berapa']","['bayar', 'rek']","['bayar', 'rek']",bayar rek,1
Sore..baik kak sy cek dlu,KT1613,Sore baik kak sy cek dlu,sore baik kak sy cek dlu,"['sore', 'baik', 'kak', 'sy', 'cek', 'dlu']","['sore', 'baik', 'kak', 'saya', 'cek', 'dulu']","['sore', 'kak', 'cek']","['sore', 'kak', 'cek']",sore kak cek,1
Min mau pasang paket superstrar,KP1827,Min mau pasang paket superstrar,min mau pasang paket superstrar,"['min', 'mau', 'pasang', 'paket', 'superstrar']","['min', 'mau', 'pasang', 'paket', 'superstrar']","['min', 'pasang', 'paket', 'superstrar']","['min', 'pasang', 'paket', 'superstrar']",min pasang paket superstrar,1
Iy kak ini bukti pembayaran nya,KT1614,Iy kak ini bukti pembayaran nya,iy kak ini bukti pembayaran nya,"['iy', 'kak', 'ini', 'bukti', 'pembayaran', 'nya']","['iy', 'kak', 'ini', 'bukti', 'pembayaran', 'nya']","['iy', 'kak', 'bukti', 'pembayaran', 'nya']","['iy', 'kak', 'bukti', 'bayar', 'nya']",iy kak bukti bayar nya,1
Lampu indikatornya tidak nyala semua kak 🙏,KT1245,Lampu indikatornya tidak nyala semua kak ,lampu indikatornya tidak nyala semua kak ,"['lampu', 'indikatornya', 'tidak', 'nyala', 'semua', 'kak']","['lampu', 'indikatornya', 'tidak', 'nyala', 'semua', 'kak']","['lampu', 'indikatornya', 'tidak', 'nyala', 'kak']","['lampu', 'indikator', 'tidak', 'nyala', 'kak']",lampu indikator tidak nyala kak,1
maaf apa wifi nya msh gangguan,JT0348,maaf apa wifi nya msh gangguan,maaf apa wifi nya msh gangguan,"['maaf', 'apa', 'wifi', 'nya', 'msh', 'gangguan']","['maaf', 'apa', 'wifi', 'nya', 'masih', 'gangguan']","['maaf', 'wifi', 'nya', 'gangguan']","['maaf', 'wifi', 'nya', 'ganggu']",maaf wifi nya ganggu,2
Kok gak bisa masuk ya kam,KP0699,Kok gak bisa masuk ya kam,kok gak bisa masuk ya kam,"['kok', 'gak', 'bisa', 'masuk', 'ya', 'kam']","['kok', 'gak', 'bisa', 'masuk', 'iya', 'kam']","['gak', 'masuk', 'iya', 'kam']","['gak', 'masuk', 'iya', 'kam']",gak masuk iya kam,1
ini saya waktu bayar sih kak,STKI0007,ini saya waktu bayar sih kak,ini saya waktu bayar sih kak,"['ini', 'saya', 'waktu', 'bayar', 'sih', 'kak']","['ini', 'saya', 'waktu', 'bayar', 'sih', 'kak']","['bayar', 'sih', 'kak']","['bayar', 'sih', 'kak']",bayar sih kak,1
Kalau mau ganti password wifi gimana ya kak,KI3311,Kalau mau ganti password wifi gimana ya kak,kalau mau ganti password wifi gimana ya kak,"['kalau', 'mau', 'ganti', 'password', 'wifi', 'gimana', 'ya', 'kak']","['kalau', 'mau', 'ganti', 'password', 'wifi', 'bagaimana', 'iya', 'kak']","['ganti', 'password', 'wifi', 'iya', 'kak']","['ganti', 'password', 'wifi', 'iya', 'kak']",ganti password wifi iya kak,1
