message,kode_user,severity,severity_manual
Paket layanan kami 5 mbps dintambah menjadi 10 mbps bisa ya kak,KP1072,1,1
Sudh bisa kak,KN0079,0,1
bs dijelaskan? pak?,,0,2
1 user..2perangkat maksudnya gmn pak?,,0,2
Kos asri kebonagung mas,,0,1
Msih blom ada notifikasi pembayaran kak...pdhl udh 2 jam.yg lalu,KI2488,0,1
Bri / bca kak,GJ0063,0,1
Oo gtuu..soallnya setiap selesai melakukan pembayaran selalu ada notifikasi,KI2488,0,1
Iyah kak sya coba dlu lijat yutub,KP0350,0,3
Di hp lihat yutub,KP0350,0,2
Oo gtuu...soalnya udh 2 jam yg lalu kok blom. Ada notifikasi,KI2488,0,3
Iya kak dari 150 + pajak  + admin yaa☺️,GJ0063,1,1
Id pelanggan itu yg mna kaak...kok gk bisa,KI2488,0,2
Td pasang yg paket promo buy 1 get 1,KP1658,1,2
"Dicek di aplikasi aktifnya 30 hari, untuk yg bonus 30 hari bgmn?",KP1658,0,1
terung wetan krian bisa kak,,0,1
Terima kasih kakk😄🙏🏻,,0,1
yang paket 100mbs,STKD0005,1,2
Perangkat aplikasi / turbo belum dicoba,KT2043,0,2
Maksutnya gimana kak,,0,4
Td sdh dimasukkan promonya,KP1658,0,4
Ok kak...klo seumpama ntik wi fi sya mati karena blom ada notifikasi gmn kak,KI2488,2,1
Sudah sy bnyar wfx blm bisa,KM3437,0,2
Sdh lewat 5 menit knapa masih blm bisa ya..apa lg trouble jaringanya,KJ1904,2,4
Koneksi gagal bgtu tulosanya,KJ1904,0,1
Oke trimkasih..sudah 🙏🙏,KJ1904,0,1
Ok terima kasih kaak..,KI2488,0,1
besok jam berapa kak?,KP2156,0,2
"Tolong minta list harga nya,,,",,1,1
Slamet siang . Bisa minta kode virtualnya atas nama sunardi🙏,,0,1
"Udah 2 hari lemot, apa ada kendala",KT1721,2,1
"Udah 2 hari lemot, apa ada kendala",KT1721,2,3
Oo gtuu...terima kasih yaa kak...,KI2488,0,1
Sekarang aja mas,KM0227,0,1
Baik. Terima kasih,KP1658,0,1
Saya tunggu geh...,KM0227,0,2
"Baik, sudah kak, terima kasih",KP1658,0,1
Soalnya wifi buat usaha jualan saya,KM0227,0,1
Ini langsung di isi ya kak,KP0616,0,1
yang ini aja kak,STKD0005,0,1
Wifi saya kok ga bs,KT1083,0,1
Kayaknya ada kabel yg putus mas,KM0227,2,1
Kak kenapa wf nya tambah lemot ya,KJ0811,2,2
"Saya dapat info dari iklan, Ada paket apa saja?",,1,1
Tambah hari tambah lemot,KJ0811,2,1
untuk bayarnya itu 150 terus atau gmna kk?,STKD0005,0,3
Apa lewat wa,KP0616,0,3
kalau hari ini setelah isya bisa kah kak?,KP2156,0,1
"Kalo ga ada org di lokasi, gpp ??",KT1083,0,1
kalau besok di atas jam 12,KP2156,0,2
"Saya dapat info dari iklan, Ada Promo apa saja?",,1,2
Iya kak benar,GJ0237,0,4
Bisa minta kode nya kak,,0,1
Area watesari balongbendo sidoarjo jawatimur apa bisa,,0,3
Mengganggu sekali klo buat usaha,KJ0811,0,2
"Paket 30,modemnya beli sendiri ya kak",KD1809,1,3
"Saya dapat info dari iklan, Ada Promo apa saja?",,1,1
Ok Terima Kasih,,0,1
Norek pembayaran kak,GJ0063,0,1
"Sorean, sepulang kerja",KT1083,0,2
Masuk pake email baru apa gimana kak,KP1024,1,1
"Q ambil yg reguler kak,yg 15 MB",KD1809,0,2
Klow besok bisa pemasangan kak,KD1809,0,1
Setelah jam 3 / Jam 3 keatas,KT1083,0,3
Jam brp ya?,KP2250,0,1
"Kalijaten,tahu dari ig",,0,1
Soal e lupa dulu email yg di pake pas pasang wifi,KP1024,1,4
"Oke, kabari dulu besok ya. Wa saya",KT1083,0,4
Atas nama itu Lo kak . Ni bau bayar saya,,1,2
Pembayaran untuk ke rek BCA nggeh?,,0,1
Sudah saya restarart 3 kali,,0,1
"belum bisa, coba saya mintabotp lagi",GJ0102,0,3
Kak wifinya apa ada gangguan,KD0232,2,2
sudah saya sempat download di gadget lain tapi tidak bisa login,KD1736,0,4
"Kalo pagi siang, ga ada org",KT1083,0,2
Klo yg 30 Mbps berapa akun,,0,1
Jarak sinyal wifi sampai berapa meter,,0,2
Waduh terlalu dekat,,0,4
30 Mbps tapi ternyata jarak terlalu dekat,,0,2
Klo tanpa penghalang sampai berapa meter,,0,2
Ada biaya pasang gk,,1,4
Biaya pasang pertama?,KN0629,1,2
Gak perlu di off kan ya,KJ1607,0,3
Tdk 24jam jg pakainya,STJT0015,0,4
Ok sy coba,KI3290,0,1
Siap  trimakasih 🙏,,0,1
Mboten mas itu aja,KM0227,0,2
Saya bayarnya lewat m banking bisa? Ke no rekening BCA?,,0,1
"Sudah cukup, terima kasih",KM0368,0,2
"Oya, ini wifi nya msh tanda seru, apakah harus di restart lagi?",KM0368,0,1
Jam berapa kak,JT1149,0,1
adanya bca doang,KT2094,0,1
"Assalamualaikum...mau ny wifi sy kok troble mulai td mlm, apa ada perbaikan",KP1136,0,1
Sy byr tgl 12 kak..,KM0689,0,1
salam...maaf ...kita melakukan pembayaran di BCA kode Khoirul Hidayah kok tidak ada ya,KJ2231,0,1
lupa blm disampaikan..samoai jatuh tempo,KJ2231,0,1
Mas boleh minta va pembayarannya ?,KT1828,0,1
Mandiri gada ya?,KT1828,0,2
Maaf wifi di tempat saya trouble ..kenapa ya,KM3255,2,2
"Bisa minta tolong cek, apakah di tmpt lokasi saya sudah ada jaringan internet kapten naratel?",,1,1
"halo kak, selamat pagi",,0,4
mohon info mau pasang wifi,,1,2
saya minta otp lagi..,GJ0102,0,1
Sy coba tdi tpi mulai lgi dri awal pendaftaran nya,KT2074,0,1
Rumah kost kak,,0,1
Kalau paket selain superstar bisa di paralel ya Kak?,,1,2
Oke kak. Untuk nomor pembayarannya Apakah bisa dibantu via bank BRI,KI3310,0,1
Lokasi yg bisa di jangkau di mana aja ya kak?,,0,2
Trpaksa pakai data ini,KP0333,0,1
Naik turun kk,KT2012,0,1
Ini kak saya sudah tf.tolong di cek,KM3572,1,1
Saya mau bayar wifi lewat transfer kok gak bisa,KI0185,1,1
200 ribu apa bisa sekaligus untuk 50 an orang keatas,,0,4
Area malang kota bisa ta kak,,0,1
Makanya sebelum masa aktif habis dri kmrn udh kubilang untuk upgrade mbps,KI3140,0,1
Maaf kak untuk paket ini apakah masih ada,KP1777,1,1
Klow mau pasang ynk 15mbps gmn kak,KP1777,1,1
Apa nunggu bulan depan,KP1777,0,3
Ini 99/BLN apakah sudah PPN,KP1777,0,4
Ok benar.  Mau mintak tolong no pembayaran BRIVA. bos,KI2553,0,1
Area lawang apakah sudah tercover,,0,1
Kok GK bisa ya kak SDH di. Coba,KI0592,0,2
Sudah kak .... lewat BRI juga GK bisa,KI0592,0,1
Udah kak itu aja,,0,1
Apakah setiap lemot harus di restart,KJ0811,2,1
Mas wifi mati atas nama puji asmawati,KT2025,2,1
Bukan yg id kj0851,KT2025,0,2
klo yg tanpa batasan device paket reguler ya?,,1,2
soalnya kami rumah kos kak,,0,4
Mohon info ny klo pembayaran lwt bank mandiri via flip msih bisa yaa,,0,1
Baik mbak Aini mhn segera nggeh.sebab internetnya dipakai kerja.custamer sy jg nunggu 🙏🏻,,0,3
Oke. ini barusan sudah dibayar tagihanya kelupaan,KT2025,0,1
yg superstar ada batadsan device ya?,,0,1
berart harus aktivasi id user dulu ya,,0,3
"ini 10 org didaftarkan    ,selain id org ini gak bisa akses?",,0,1
Baik kak 🙏🏼,,0,1
Trus via mandiri lsung ke rek naratel,,0,3
Boleh saya minta norek ny,,0,4
1 org apa terhitung  1 device bila laptop dan hp?,,0,4
Soalny sy biasa bayar via flip dri mandiri....buln kmrin tdk gagal kok,,1,4
Hri ini mo lakukan pembayaran msih bisa yaa,,0,1
maaf min kami belum jelas dengan penjelasan admin kapten naratel,,1,3
Di tunggu kak,JT1149,0,3
Itu kaakk...lewat 1 hari,,0,2
Klo dri mandiri va ke bca gk bisa yaaa,,0,4
Mohon solusi ny klo bayar lwt mandiri,,1,1
kok internetnya lambat ya,KM2816,2,1
Bekas telkom bisa gk ya kak?,,0,1
Ini akan muncul atas nama ny apa kaakk,,0,1
"Kalau bisa, kalau otw kabarin kak",JT1149,0,1
Oh iya kak,KP0616,0,4
"Ya ndk susah see , mau nya di  samperin kerumah aja",KD1642,0,1
Ini kak sudah dibayar ya,"KI2595, KD1479",0,1
"Hal admin, utk mengecek penggunaan hp/tablet/laptop yg menggunakan wifi di rmh kami gmn ya caranya?",KM0368,1,4
Rencana mau pasang,,1,3
Dr jatim k BCA apa tidak bisa?,,0,1
Oke... Saya pelajari dulu... Kalau yg reguler harga paketnya bagaimana ?,,1,2
oh baik kak,KP2156,0,1
sya coba yg 100 mbps dulu ya,,0,1
yg 150 superstar,,0,2
ada batasan 10 perangkt y,,0,2
ini pakek dulu bayar bulan berikutnya ya,,1,4
atau bayar dimuka sama modem?,,1,2
Kak info dong kok pembayaran nya sekarang susah,KM3474,0,3
oh gitu ya kak,KD0379,0,2
Bentar aku ketik,KP0616,0,2
Iki mau tf dari kmaren gbisa pake bni,KM3474,1,3
Untuk pilihan pembayaran dari bni emang gbisa kak?,KM3474,0,1
kalo mau naikin mbps yg 30. jadi 130rb?,KD0379,0,1
Sudah payment blm ada notifikasi,KN0577,0,2
Kalo pake email baru GPP kan yaaa,KP1024,0,1
Iya kak SDH tapi GK bisa,KI0592,0,2
Kalo kayak gni . Intetnetnya lelet,KI3140,2,1
Halo . Tagihannya kok blum terkirim ya,KI3140,0,2
Untuk yg upgrade 10mbps,KI3140,0,1
Cumaaaaa saya memang ada deposit 120rb,KI3140,0,2
Jatuh temponya masi 24,KI3140,0,1
"Saya dapat info dari iklan, Ada paket apa saja?",,1,1
info pemasangan wifinya,,0,1
Yaudhlah kalo emng kayak gtu,KI3140,0,2
Baik lah saya tunggu,KD0640,0,1
dan tagihannya setiap tanggal berapa?,KP2156,0,4
Kira2 kapan dan jam berapa mbk,,0,4
Nanti di aplikasi bisa liat siapa aja yg terhubung dg wifi kita kah?,KP1024,0,3
Hrs download aplikasi dulu??,KT2074,0,4
Joyo grand mlg,,0,1
Sy lg diluar,,0,1
Batu daerah hotel purnama apa bisa?,,0,2
siap. sangat jelas. thank you😁,KP2156,0,2
Prosudurnya seperti apa kak?,,0,3
Skrng sya bisa byar Wifi-nya ya?,KT1879,0,2
Ini masih bisa digunakan sekarang gak nomor VA nya?,KD1034,0,4
Saya mau bayar masih bisa gak pake nomor VA ini?,KD1034,1,1
Kak mau pasang wifi brpa,,1,3
"Baik, terima kasih infonya",KM0368,0,2
Soalnya aku kapan hari itu ngga ada pembayaran,KI3140,0,2
"Utk saat ini sdh cukup, terima kasih",KM0368,0,1
Cuman ada deposit dana aja senilai 120,KI3140,0,2
Pdhl jatuh tempo jg blm,KI3140,0,4
Tanggal 14 ini saya sungguh gabayar,KI3140,0,1
Tanggal 5 aku bayar kabel paralel,KI3140,1,2
Apakah bisa pasang sekarang?,JT1149,1,1
Yang 120rb aja kak,JT1149,0,4
Uang ini deposit,KI3140,0,1
Harusnya bisa dong,KI3140,0,1
Persyaratannya apa aja,,0,1
Internet tidak stabil. Sering putus jika digunakan. PING-Lantency tinggi.,,2,2
Min skg tf sdh tdk bs kh?,KJ1308,1,2
Baik kak siap,KJ1308,0,4
Saya may bayar wifi,,1,3
Halo saya mau pasang wifi,KI3356,1,4
Aplikasi kapten download untuk apa ya kak ?,,0,2
Mf ini slh 🙏,KP1136,0,3
Bisa langsung di bayar di Alfamart?,,1,1
Wufi nya lemot,,2,2
Mau bayar lewat m-banking mandiri bgmna,KP1225,1,1
Jd bsa kak saya ganti layanan superstar?,"KI1019, KI2965",0,2
Cover area kediri?,,0,2
Blm hpnya penyimpanan lgi🤦‍♀️,KT2074,0,3
Maaf apa ada gangguan,KM2763,2,1
Wifi dari pagi kok lemot kak,KM2763,2,1
Lemot mbak dari pagi,KM2763,2,2
Berarti Wifi-nya bisa lngsung aktif skrng ya?,KT1879,0,4
Menggunakan id ini?,,0,1
Pembayaran di tempat biasa apakah masih bisa kak?,KD0581,0,4
Tolong di konfirmasi,KP1024,1,1
Nomor BRIVA bank yg BRI ta kak ?,,0,2
Gimana ya ka?,,0,1
Pemasanganya bisa dilakukan kapan kak,KD1809,0,3
Apa area ini sudah tercover layanan internet dari kapten naratel,,0,1
Ini bayar terlebih dahulu atau sekalian pasang kak?,KT2045,1,1
Oke baik kak kira' kapan ya pemasangannya?,KT2045,0,2
Disekitar sini apakah sudah tercover kak?,JT1045,0,1
Permisi kak wifi sayaa putus kak ayas nama pelanggan Sony Syuro Nugroho,KI1480,2,1
Sudah kami bayar kak,JT0358,1,2
Baik kak terimakasih,JT0358,0,3
Iyaa kak siap,KI1480,0,1
Jam 12 gimana kak,KT2044,0,1
Sementara tidak ada kak,JT0358,0,1
Saya di rumaj,KI1480,0,2
info untuk pembayaran wifi ...,JT0850,0,1
Nomor telepon gak cocok sama id pelanggan kak,KT0680,0,2
baik terimakasih ya kk...,JT0850,0,4
Gimana ya selanjutnya,KT0680,0,1
Dijakarta ada ?,,0,2
kapan hari saya merekom kan cust atas nama zamroni... kira2 ada reward tidak ya buay perekom,KP1670,0,1
kapan hari saya merekom kan cust atas nama zamroni... kira2 ada reward tidak ya buay perekom,KP1670,0,4
Saya bayar di Alfa saja ya. Menggunakan id yg ada d sini,,1,1
"Silahkan mengisikan data kak zamroni melalui link mgm ya, kak",KP1670,0,1
saya mendftaknnya lewat link,KP1670,0,3
yang ini kak yang benar,,0,3
Koq nama nya yg di bri va nama nya bukan naratel ya kak,KJ0811,0,3
Maksud nya gimana kak,KP1024,0,1
Sdh bs kak,KP0348,0,1
Mau up paket ke 10 Mbps,KJ1690,1,2
Sementara itu aja,,0,2
Kak wifi saya tidak ada internet,KD0229,0,1
"Sore, saya belum menerima biliing yg bln Agustus ya",KI3082,0,2
Iya kak masa aktifnya di tanggal 22 Agustus kemarin,KJ1690,0,3
untuk harganya apakah sudah dengan ppn?,,0,2
Ak pikir2 dlu kak,,0,3
Mau minta tagihan wifi atas nama Maulana fahrudiansyah fiqri,,1,1
No virtual di banking bca tidak ditemukan,,0,3
"Sore, saya belum menerima biliing yg bln Agustus ya",KI3082,0,1
Siap kak ..🙏,KD0165,0,3
baik kak kl begitu nanti malam sy bayarnya,STJT0013,0,4
Mau tanya untuk virtual account masih sama ya??,JT0421,0,2
Baik kak terimakasih,JT0421,0,1
"Sore, minta nomor virtual acount ..trims",KT0402,0,1
"Atas nama Marsini, 57889310006863603",KT0402,0,1
Udah masuk ya kak,JT0421,1,3
Tapi nanti saya bayarnya tunai gpp kan,,0,3
4 perangkat kak,KT2079,0,1
Sama kalau login harus masuk masukkan id sama password,JT1131,1,3
Tpi dipilihan nya tdk ada,KT2074,0,4
"Selamat sore, saya mau paket superstar yang gratis modem",KT0199,1,1
mau ngetik kok muncul gini,KM1906,0,1
oke kak siap🙏,KJ1397,0,3
Iya benar mbak,KI0631,0,1
Tdk bisa diketik lagi,KT2074,0,2
Ok trimakasih ya,JT0999,0,2
Kami suda bayar wifi kak,KJ1663,1,3
Oke baik kak,KI1480,0,4
kalau mau bayar wifi kmn,KM1906,1,1
mau saya tf rekening nya gk bisa,KM1906,1,2
Terimakasih infonya 🙏,KM1510,0,1
Kak mau tanya,JT1131,0,1
"Buat, atur pengguna wifi dibatasi gimana ya?",JT1131,0,1
Ok siap kak,,0,2
Ok trimakasih ya atas segala informasinya...👍🏻👍🏻🙏🏻🙏🏻,JT0999,0,1
Maaf ini ya kak kenapa sekarang ini wf nya sering sekali ganggu an ya ... Sering banget,KJ0811,0,3
"baik kak e, di tunggu infonya lagi 🙏",KJ1397,0,1
Kak gimana ya cara mengganti password wf nya,KJ0811,0,2
Bagaimana kak apakah tercover,JT1045,0,2
"Iya kak, sering lemot juga",KM1486,2,1
mau tanya kak kok saya mau bayar pakek kode pembayaran alfamart gak bisa di gunkan keterangnnya kode id tidk terdaftar,KT1729,1,1
"kak,apa internetnya trouble ya?",KD0652,2,1
Ini ta nomor rekening nya bank BRI BRIVA kapten NARATEL nya ?,,0,1
🙏cumah mau melapor kan sudah membayar waifi aja,KI1887,0,2
Atas nama rizki adi kurniawan,,0,1
Baik kak terimakasih🙏🏻,JT1045,0,2
Okey maksih balik,KM3031,0,4
Bisa mntak no yg satunya biasa nya pngihan  pmbyran itu kak,KM3326,0,1
Kenapa skrg srg troble,KM1779,0,2
Sbntr lngsung chat nmor yg ini aja kak,KT1879,0,3
Kok Trouble terus Ka?,KM3418,2,1
mohon konfirmasi td sdh byr tp bukti pembayaran lupa gk kefoto,KD0726,1,2
bayar naik kak,JT0296,1,4
Terus diapain ya,KD0584,0,1
Akhir2 ini srg troble,KM1779,0,2
Lemot juga sich,KJ0811,2,1
sudah tapi buat paswornya kok susah ya,GJ0152,0,2
baik kak saya coba dulu ya,KT1729,0,2
Mau tanya mereka mau pasang sekarang apa gimna,KJ2186,1,3
"permisi kak,mau nanyak lagi troble ya kak wifinya?",KT0730,0,1
saya jadi pasang yang 100mbs kak,STKD0005,1,1
Apa gak bisa daftar sekarang kak,KI3051,0,1
Ow oke oke kak,KT1879,0,1
Untuk lokasi lawang malang apakah bisa?,,0,1
maaf min kami belum jelas dengan penjelasan admin kapten naratel,,1,1
"dengan dibatasi user ,itu teknisnya bagaimana ?",,0,1
terima kasih infonya,KM2972,0,1
karena kami rumah kos,,0,1
karena kami pakai biznet dan indihome 100 mbps lemot,,2,1
"misal paket spurstr 100 mbps digunakan 5 org 10 perangkat , nanti org ke 6 ,7,8 mau akses apaada blokir?",,1,4
"Nomor yg terdaftar itu dah hilang kak,bisa digantikan dgn nomor yg ini gak kak",KT0680,0,1
Klau aku dapat satu orang berarti nnti ketika sya bayar wifi di bulan berikutnya dengan sendirinya di potong 30 RB ya?,KT1879,1,1
brti ini bayar di tempat ya kka,STKD0005,1,3
internetnya masih gakbisaa,KM0673,0,2
"sudah bayar ya kak., atas nama Kristina..",KT1551,1,1
"Maaf kak,,itu perangkat hp ato apa ya kak",KD1809,0,3
Nnti saya yang informasikan ke Kaka atau dengan sendirinya masuk rek sya?,KT1879,1,1
kalau bayar lewat bri gimana?,KP1265,1,1
Kenapa saya punya kaya gini ya kak mau daftar,KJ1663,0,3
Mau tanya wifi,,0,2
Wifinya kok sering error yaaa,KM1834,0,3
untuk indikatornya sebentar saya tanyakan kak🙏,KD0652,0,2
"tadi sudah ada penjadwalan teknisi kak di jam 3, tapi di jam 1 katanya perbaikan udah selesai",KD0652,0,2
"Ok, trima kasih kk",KP1546,0,3
Iya tapo skrang agak lemot gk seperdi dulu padahal uda saya ristak masi tetap lemot,KP0145,2,2
Mohon maaf klo byr ke no mana,KP0396,0,2
Bisa pasang Wifi-nya sekarang ya kak?,KT1879,1,1
Ada kawan sya yg mau pasang,KT1879,1,2
terima kasih pak🙏🏼,KP1796,0,1
Santok di wr Supratman malang,,0,4
Suda 2kali tetap,KP0145,0,2
"Ok, sudah kak. Nanti saya bayar di Alfa saja",,1,1
Untuk lokasi lawang malang apakah bisa?,,0,2
gangguan terus ini satu hari tempo pemakaian tetep tanggalnya,KP1354,2,2
Iya kak mkasih🙏,KM3534,0,2
mw bhnti layanan gmna kak,KT2002,0,3
Jl. Bunga kumis kucing dalam no 49,,0,3
Ada gangguan ya internet nya,,2,1
Bisa minta nomor rekening Bank BRI kantor,KN0552,0,2
Udah pasang ya di kawanku?,KT1879,1,1
Pokoknya Asri Setyorini,KD1034,0,1
Baik kak...terima kasih yah,KJ2186,0,1
Terima kasih kk,KP0350,0,1
Tetap ngak bisa kak,KJ1663,0,3
Uda coba berulang kali tadi kak,KJ1663,0,1
Paket 15 Mbps kak,KT2079,1,3
Iya terimakasih kak,KP1502,0,4
Karna sering error kak.,KM1834,0,2
Terima kasih kak,KP0737,0,1
"selamat siang, Min. saya izin menyampaikan keluhan, kira-kira wifinya lemot itu kenapa ya? karena setiap saya membuka aplikasi tiktok selalu loading, padahal pengguna wifi hanya 6 orang aja 🙏",KI1112,2,4
Tolong minta nomor bank BRI kantor,KN0552,0,2
Oh berarti pemahaman sy salah..,KP0672,0,3
Ya maaf lah..,KP0672,0,2
"Saya, rmh Tembok rejo asri D-40 pasang bln Agustus promo bonus 1bln bayar 9 0ktober ya",KP2078,1,1
bulan ini saya mau putus wifi nya karena saya pindah ke blok E,KI2822,2,1
Cepat sudah tidak ada koneksi internet wifi ini,KN0552,0,1
Tetap ngak bisa kak,KJ1663,0,2
Di gunakan 6 HP kak 1 telvisi,,0,3
Ok makasih kak,KP0595,0,2
Pembayarannya setelah pasang apa gmn,,1,1
Mas bandulan bisa pasang,,1,1
selamat siang mas,KI3323,0,1
mass kami mau pasang wifi mass,KI3323,1,2
Soalnya HP saya kenak restart ulang,KM3907,0,4
yang paket superstar 15 mbps ini bisa dipake berapa hp yang bang🙏🙏,KI3323,1,1
"Kalau gangguan n wifi mati emang sewajarnya hrs dpt kompensasi biar pelanggan gk kecewa,ok",KM2793,3,3
Ok kak terimakasih,KJ0811,0,1
Ini kak daftarnya hrs pke email juga... Sementara sy sandi emailnya sdh lupa,KT2074,0,2
Daftar harga boleh liat kak,,1,2
Kode user GJ0056,,0,1
Klow pemasangan besok apakah bisa kak,KD1809,0,1
Apakah ada perbaikan sekarang?,KD1034,0,2
Melanjutkan masalah di cctv saya,JT1068,0,4
"Minta Booking Tehnisi ke ruko hari Selasa untuk cek frekuensi, apakah benar ada perubahan",JT1068,1,1
"belum, Min. kebetulan lumayan tinggi dan lagi nggak ada kursi. apa bisa dibantu restart dari sana?",KI1112,0,4
Oke nanti tgl 19 Sept ya,JT0102,0,1
Saat ini terbaca berapa user ?,JT1068,0,2
Belum di berhentikan kan kak??,KP1176,4,1
Apa benar ?,JT1068,0,1
kok masi nggak bisa ya kode  id nya,KT1729,0,1
Harusnya 15 Oktober kan? Saya ikut promo merdeka yg pasang bayar 1 bulan dapat 2 bulan,KP2094,1,1
Brapa kak kalo paket 15 mbps,,1,2
Ini gmna ya kak...,KT2074,0,2
udah bisa kak,KD0652,0,2
Ini belum terjawab,,0,2
Tdk bisa daftar,KT2074,0,1
wifinya eror ya,KT1456,0,3
Saya ada keperluan soalnya,KI1480,0,1
"Mohon maaf ya kak,mau nanyak🙏🙏 1 usre 10 perangkat maksudnya gimana ya kak",KD1809,0,1
tiap anak minimal 2 device,,0,1
Terhubung tpi gak ada koneksi,KD0746,0,3
Sementara itu dulu,KM1698,0,4
Hijau tapi nyambung tidak nyambung tidak,KD0746,0,3
Sebentar nyambung sebentar tiba tiba gak ada koneksi,KD0746,0,4
Oke siap kak,KD0746,0,4
Lokasi malang mergosono ad?,,0,1
Wilayah mergosono ada?,,0,1
Sampe jam berapa ya kak?,KI1480,0,2
wifinya eror ya kak,KT1456,0,1
Untuk bulan depan..aku bayarnya 120 ya kak..,KP1042,0,1
Sebentar kak.. tak pertimbangkan dulu.. 🙏🏽,,0,1
"Semoga hari ini segera teratasi, karena kerjaan saya butuh koneksi internet",KD0640,0,1
Masih perjalanan ke sini kak,KI1480,0,1
Kalau akhirnya lokasi tidak bs d layani gmn,,0,1
Perumahan tasimadu eksekutif sudah masuk belum?,,1,3
"Gak bisa tersambung seperti sebelumnya, mesti via hopstop hp",JT1068,0,1
"Kluarin smua min ,,tetangga itu 🤦🏻‍♂️",KP0898,0,3
"Lalu kira² klo di daerah jl kebon jeruk, tulusrejo, lowokwaru apa bs?",,0,1
Check harga paket.,,1,1
Atau tidak bisah dipakai,KT2055,0,2
Ada layanan disini ?,,0,2
sudah bisa masuk apps naratel lagi kak.. makasih maaf merepotkan,GJ0102,1,2
Sudah bayar cash ke kantor saya,KM3879,1,4
"Info dr petugas cctv, frekuensi nya berubah",JT1068,0,1
Siap terimakasih banyak kak,KM2149,0,1
Jadi jm berapa? Tlg yg jelas krn kami juga ada acara lain.,KI3339,0,1
"baik, sedang proses",,0,1
Ow ok baik kak,KJ1663,0,1
Sudah kak terimakasih.,KM2149,0,1
Ya superstar 30 mbps,,0,2
Kak kok gaada pengingat ya kalo waktunya bayar wifi?,KT2102,1,2
Sama modemnya ya,,0,2
Oh oke kak,,0,2
udah daftar kak,STKD0005,0,1
"sejauh ini sudah lumayan membaik, Min. terimakasih",KI1112,0,3
Sama aja ka tetap ngak bisa login ka,KJ1663,0,2
Kalau di kak bisa ya,KJ1663,0,1
Mau ny no ID ibu Saudah Jl.letjen Sutoyo ini mau byr wifi lwt sy,KP1136,0,1
Sy kira semua,KJ1607,0,4
Ini org nya lupa no ID nya...an.ibu saudah,KP1136,0,1
Trs jg minta no BRIVA ... ini mau sy tf lwt e bangking,KP1136,1,3
Sya kok gk dpet tagihan wifi bulan ini mb,KI2166,1,1
Pembayarannya tetap sprti bysa/ lewat apa.?,KD1328,0,1
baik kak terimakasih banyak atas bantuannya🙏🙏,KJ1397,0,2
sudah kak terimakasi 🙏,KJ1397,0,2
Sudah di restart,KD0640,0,2
Masih berkedip merah,KD0640,0,1
Jam 9 pagi ya,JT1068,0,1
Biar ketemu sama orang cctv,JT1068,0,2
"Untuk paket reguler  30 Mbps -rp 130 rb / bulan ( 1 user, 6 perangkat ) apa bisa untuk laptop",,1,1
Maaf nya kak soalnya saya sdang kluar rumah,,0,1
Ya makasih kak,KT2102,0,3
Seandainya udah tidak memakai lg gmn. Apa hanya dengan tidak d byr apa bs untuk bulan berikutnya,,0,1
Alhamdulillah sudah bisa.. terima kasih..🙏,KI0662,0,1
Jogja ada ga,,0,2
saya pake 2,KT2002,0,4
Ya betul...no brivanya brp,KP1136,0,1
Ok sbntr sy tf,KP1136,1,1
Knp gk bisa mb,KI2166,0,3
Ok siang jam 1an ya,JT1068,0,3
Udah itu aja kak,,0,2
Sudah aku isi paket internet wifi,KN0552,1,1
Jazakhumul haer 👍,KP0122,0,1
"Tgl ,pembayaranya tgl berapa kak",KD1809,0,2
Masih tidak dapat menyediakan koneksi internet,KN0552,0,3
Terimakasih kapten naratel,KP1024,0,3
"Nggeh kakak, saya tunggu nggeh.",KM3564,0,1
Y kk lemot wifinya,KP0182,2,1
Jauh dari indo Maret kak,,0,4
"Ada yg tanya ,kan saya sudah ada pas kemarin pasang itu",KD1652,1,2
kak.. ada tetangga yg mau pasang wifi,KJ2487,1,1
