message,kode_user
Saat ini lokasi saya di tiara candi 4 blok j18,
Saya mau pindah rumah ke perum pesona candi 5 blok ai45,
Wifi dirumah g bisa konek,KM2674
Kak jaringan di toko di sini kenapa mati hidup ya kan jaringannya down gak stabil?,
"Kak jaringan di toko disini kenapa mati hidup kak,, dan jaringannya down gak stabil??",
Tiap mau nonton di tv selalu bikin naik darah . Dari pagi sampai malam keluarnya seperti ini,STJT0025
Paket paket yang lain apa juga harus loging,STJT0025
Kenapa tidak di jelaskan dari awal kalau mau nonton YouTube di tv harus berlangganan sendiri,STJT0025
Ya ngerti tapi kok susah sekali logingnya . Tolong di Carikan solusinya kenapa dan apa masalah nya,STJT0025
"Ok tak tunggu, kalau bisa secepatnya ya mbak, karena nanti malam anak saya ada zoom.",STKI0019
Sama minta info harga,
"WiFi saya ga bisa, nyala merah",STKI0019
Yang baru pasang kak di joyosari,
"Terima kasih banyak, min",KT1558
Minta tolong teknisinya bisa datang ke rumah?,STKI0019
Tapi di toko yang di sidomakmur sengkaling dau aman kak,
"Apakah ini betul? Sementara tagihan saya sekitar 169? Saya belum jadi transfer, menunggunklarifikasi",KJ1448
Saya coba dulu,KI2760
Gini ya kak saya cuma tanya aja semisal mengajukan berhenti berlangganan itu syarat apa aja  Saya cuma tanya kak 🥲,KM1378
Udah seperti itu Nyala lagi gak lama hilang sinyal,KP0753
"Terima kasih atas konfirmasi pembayaran Anda. Masa aktif layanan telah kami perpanjang  Untuk informasi mengenai tanggal masa aktif, silakan cek melalui tautan berikut: https://pembayaran.kaptennaratel.com/  Jika wifinya masih belum bisa, mohon untuk me-restart modemnya. Caranya cabut adaptor selama 10 detik kemudian tancapkan lagi. Tunggu -/+3menit, sampai internet normal kembali😊",KI2760
Mau tanya disini apa ad jalur naratel,
Masih hilang koneksinya kak,
Namanya apa dan paswornya apa,KP0406
"Ok, trimakasih banyak mbak 🙏🏿",STKI0019
"Halo, Kak, dengan Syifa Customer Service layanan internet Kapten Naratel. Bisa dibantu mengisikan data tersebut, Kak   Nomor/nama kontak : MUSTA IN  Alamat : Shareloc :",
Permisi kak ini kami sudah melakukan pembayaran untuk perpanjang berlangganan wifi,JT1159
Sudah kak baru terupdate,JT1159
"Saya dapat info dari iklan, Ada Promo apa saja?",
Sy sudah siap pemasangan,STKI0016
Belom bisa kak,
Kita pakai 2 hp,STJT0025
Mau tanya paket superstar,
Paket yg diambil 5Mbps,KD1867
Lampunya masih ceket sama seperti yang saya video,
Apakah ada kabelnya yang terputus kak?,
Iyaa bener kak?,
Sprtinya ga pake kode referal,KD1867
Sampai sekarang ini belom bisa kak,
Pagi ini juga belum bisa,STJT0025
Radius server not respond,STJT0025
Oke baik kak,
Permisi kak wifi nya gak bisa lagi,KP0338
Yg ini ya ?,KD1867
Nggak kak masih tetap aja,
Sama seperti video ceket kak,
Soale di atas  jam sepuluh saya mau keluar,"KD0722, KD1136"
Kalau gak bisa sekarang besuk atau senin gak papa,"KD0722, KD1136"
Untuk saat ini 2-2 nya kak,
Gak ada kak gak muncul,
Tidak mbak...tetep saja kok,KJ1448
Berapa kode referral nya kak?,KD1867
Minta tolong Mending di ganti aja modemnya kak biar gak bermasalah gini terus,
Kalau gak stabil jaringannya orang yang beli² pakai QRIS aja lama kak masuknya,
Dimohon secepatnya ya kak,
Saya beluk klim transfer...karena tertulisnya tidak sama dengan tagihan...makanya saya konfirm,KJ1448
Bulan yang lalu saya juga trnasfer sesuai tagihan👆,KJ1448
Ohh maaf mbak saya keliru di VA nya,KJ1448
Saya ulang nggih,KJ1448
Naratel ganguan kah?,KI1735
Gak ada kak,KI1735
Bisa tolong dibantu mengisikan terlebih dahulu kak nomor/nama kontak : fikasastore  alamat : tlogowulan shareloc :,
Mohon info masuk ke aplikasi kapten naratel lupa email dan password untuk KD 1080,KD1060
Kak knpa bisa kayak gini lagi,
Apa nomer VA Bri yg ini ya kak,KM2635
Pagi ini  Via tf,KD1867
Minta VA Bri kak.  Kyk bulan kemaren,KM2635
Cara membayar memakai va bca,KD1060
Sudah bayar kak,KT1372
Tadi sudah masuk. Ehh mau nyoba menu2nya tiba2 suruh login lagi dan email salah,KM2635
Sudah bisa kak,KP0338
"Ka maksudnya 1 user , 2 perangkat itu gmana ?",
Ini udah sering kyak gini,
30mbps saja ka,
Nomernya saya pakai buat daftar lagi gak bisa,KM2635
Msh tetap pakai,KI1337
"Nama, nomor telfon: nanang 081252956657 Alamat Pemasangan: tidu pohjentrek pasuruan  Kelurahan: ion:https://maps.app.goo.gl/ePLXE7ZcHjVbbBkT6 Tahu Kapten Naratel darimana:",
Naratel saja ka,
Nama WIFI : Toko Risky Sakira,
Saya pelanggan kapten naratel,
7Perangkat saja ka,
Dari kemaren kayak nya pengecekan,
Password : qwerty10,
5+5mbps itu hanya 3perangkat ka ?,
Ooh baik kalo gitu,
Oke siap kakak,
Krena nomor saya yg lama sudah hangus,
Apakah bisa pake itu?,
"Tapi mohon maaf, mmng dri sya dan teman2 sdah sepakat bahwa kami masing2 sja beli pulsanya",KT2072
"Selamat pagi, mas",KT2072
No briva invalid,KD1060
Saat in ngak ada yg memakai krna kmi semua lagi kampus,KT2072
Ka ga bisa kesini dulu untuk masang,
"Soalnya sdah kmi atur dri teman² dan kami mau masing² isi pulsa sja, soalnya wifinya sangat ngelek mas, biarpun 6/7 perangkat, ngelek habis",KT2072
Yg daftarkan kmaren petugas,KD1060
Monggo ka saya tungg,
Sy dari rek bca,KD1060
Minta va bca aja,KD1060
saya sudah kirim sharelock,
udah 3x isi saya,
"Nama, nomor telfon: nanang 081252956657 Alamat Pemasangan: pohjentrek Kelurahan: tidu  Share location: https://maps.app.goo.gl/ePLXE7ZcHjVbbBkT6 dari ig nya pasuruan kekinian",
Bagaimana kak? hari ini jadi pemasangannya?,KP2390
Bulan kemaren bisa ngirim ini.  Langsung saya bayar,KM2635
Gak bisa masuk kak. Email salah.  Lupa password ke email juga gak masuk2,KM2635
Blm saat ini,KI1337
"Malah gak muncul kak, nama wifiku rumah kraton",
Lama sekali ka masuk nya,
Setting itu gimana kak,KP0338
Sampai gitu terus ka,
Nomer admin yg bisa telp wa brp,KD1060
Iya kak dftr hri ini,KI3428
Jaringan belum bisa,
"Biasanya saya langsung pasang , soalnya langganan naratel juga",
Kemarin pas gabisa itu modemnya dimatikan sama kabelnya dilepas,KP0338
Saya bertempat tinggal di daerah song song singosari,
Masih ttp tidak bisa,
Gak pernah ngubah apapun kak kecuali kemarin itu di off modemnya,KP0338
"Sudah dibayar kak, minta tolong di aktifkan lagi ya kak internetnya",KI0975
Untuk paket apa saja dengan nilai berapa,
Baik terima kasih,
Ok gimana cara sy bisa bayar melalui rek BCA baik transfer atau va bca,KD1060
Baik kk terimakasih,KI3249
Lagi belanja kak,
Gak di ganti modemnya kak?,
Ini saya sudh download aplikasi kk,KI3428
Cancel dulu deh ka,
Aku copot modem e setengah jam Masih gak ada sinyal😄,KP0753
Dirumah ga pake apl,
Okeyy siap kak,
"Tapi maaf mas, dri teman2 sya juga semuanya pada tidak mau menggunakan wifi lagi, krna kata merka sma sja pas asrama tetap data yang berjalan, mohon maaf ya, mas🙏",KT2072
Masih sama aja kak belom bisa,
Ini kayak gini knpa ya kak,
Teknisinya emangnya gak bisa hanya bawak modem ke sini kak?m,
Kak permisi kalau mau pasang hari ini apakah bisa lgsg aktif wifinya,KI3428
Saya pakai bri kak,KI3249
"Baik mas, mohon maaf sebesar²nya mas🙏",KT2072
Baik kk . Masukkan kode nya dimna ya kk,KI3428
Soalnya udah sering,
Tolong di aktifkan kembali kak,KT1879
Ini knp yah kk,KI3249
Baik kak untuk virtual akun nya pakai yg mna kak,KI3249
Itu bukti pembayarannya,KT1879
"Mohon maaf sebelumnya,  bulan depan sya mau stop memakai wifinya mas",KT2072
Yg ini kak?,KI3249
klo mau byr tagihan lewat mn ya .. apa bs lewat alfamart ya,KI3386
"Untuk kerja tugas pun pake data mas, wifinya sudah konek",KT2072
Wifinya susah konek,KT2072
"Sya kurang tau, tapi mohon maaf, sya mau stop ya mas, untuk menggunakan wifinya",KT2072
"Mulai bulan bsok, mas",KT2072
Jadi tanggal 8 bsok sya tidak isi lagi,KT2072
Normal kak mungkin bri nya masih gangguan,KI3249
"okey min, terimakasih",
cara byarnya gmn ya mbk,KI3386
Udah yah kak,KI3249
Lahh terus gimana ini konsekuensi nya kak??,
Bentar kak baru disuruh download sama isi yg petugas kami yg disana kak di hp nya,
"sudah min, terimakasih yaa",
"Sudah saya ulang , masih belum bisa",
Itu kira2 knp hilang2 terus sinyal e?,KP0753
Apa yg anda jelaskan??!???,
Belum ada apa2😡,
Di profil kakak disini 6 jam tidak ditangani di ganti 24 jam extra masa aktif gratis kak?,
Kak saya dftr kok ga bisa² ya,KI3428
Lho kak ga tau kalau sudh di terima . Tadi soalnya muter terus,KI3428
"Yth. Pelanggan,  Berikut detail tagihan perubahan masa aktif layanan Anda:  • ID Pelanggan : KM2148 • Paket Layanan Baru : 10 • Total Tagihan : Rp 58.000 • Nomor VA BCA : 15412000000000007680 • Atas Nama : Via Nafisa • Masa Berlaku VA : 26 October 2025 09:26 WIB  Mohon segera lakukan pembayaran sebelum masa berlaku berakhir agar perubahan paket dapat diproses.  Terima kasih, Tim Layanan Kapten",KM2148
Ini sdh saya share loc....apa jawaban Anda ?????????????,
Udah bisa kak,KT1879
Apakah benar sudh masuk kak atas nama Lutfi Fitriani Hanifa,KI3428
Blum bisa juga kak,KT1879
Terimakasih ya kak,KT1879
Masih belum bisa,
Kode referral itu berlaku utk pembayaran kapan kak,KI3428
Atau ntr sore jam 2 Aan gak papa aku dah pulang,"KD0722, KD1136"
Kok tdk brhsil trs ya kk,KI3428
Pandaan apa sudah tercover,
Kak mau bayar wifi,KI3262
Sudah dbayar tp blm berubah status ya,KM0987
Sudah kak coba dicek,
Sy mo bayar tagihan soalnya,KM0987
Disable itu apa,KP0753
Sekarang saja ka,
Wifiny sudah 2 hari kx gak bisa ya,KD0698
Saya pembayaran tunai dulu,
Untuk tagihan bulan ini kak,
Kaya gitu bisa lgsg aktif ta kk,KI3428
ID pelanggan KI3262,KI3262
"Saya dapat info dari iklan, Ada Promo apa saja?",
Diaktifkan nya lgsg ya kk apa  nunggu teknisi balik ke kantor?,KI3428
"Assalaamu'alaikum Kapten, bisa tolong berikan informasi tentang layanan internetnya?",
"Terima kasih telah menghubungi   METROSOLUSINDO TENOLOGI.siap melayani pemasang WIFI perumahan perkantoran ,,pertoko an,,deler dan melayani pemasangan Cc tv...",
Baik dicek dulu,
Iya admin. Saya ingin mengecek penggunaan yang terhubung ke wifi karena akhir akhir ini kekuatan sinyal internet yang di berikan terlalu lemah,KI1555
Dan juga sering mengalami hilang koneksi internet,KI1555
rekening bca nya kok ga valid ka,KD1832
Baik terimakasih ☺️🙏,KD1867
bagian mana ka bayar nya,KD1832
"Sudah kak.. itu saja, nnti saya konfirm kalau sudah tranfser",
Nda bisa dibuka kak,
Baik kakak terimakasih banyak kak . Maaf ya kak soalnya  masih awam perihal penyambungan wifi pribadi biasanya ikut orang tua 🙏🙏🙏🙏,KI3428
Baik terimakasih ☺️🙏,KD1867
untuk melihat id pelanggan dmn ka,KD1832
Ada pemakaian 2 lan untuk 2 kamera cctv,KM0787
Ini diisi ya ?,KD1867
Sy sudah isi tp kendala koneksi gagal trs,KD1867
Terimakasih admin 🙏. Untuk kendala yang tidak bisa mengakses router itu kira kira kenapa ya admin ?,KI1555
Wilayah pakis malang sudah tercover?,
Cara mengubahnya giman,KD1060
Atau sy gak bisa bayar,KD1060
Sy gak punya rek bri,KD1060
IOS sudah ada aplikasinya kak ?,KI3262
Bisa hubungi no ini ya kak tuk notifnya tadi di hp tdk muncul,
"Mohon maaf sebelumnya, kenapa akhir2 ini kwalitas wifi naratel menurun, walaupun sudah pakai extra boost tapi ya tetep ae gak ada perubahan kwalitas wifi nya",KM0787
By tf ya kak by bca,KI3262
Sering macet bos,KM0787
Yg di iklan video kok 100mbps 150rb ya?,
Saya pakai cek cctv,KM0787
Ohhh okeee kakk,KI3262
Tertulis tagihan tidak di temukan ya kak ?,KI3262
Ada untuk cctv,KM0787
soalnya di saya belum terdaftar,KD1832
Sementra sudh kak . 🙏,KI3428
Baik kak terimakasih banyak,KT1939
Malam kak mau tanya² harga bisa,
Kak ini wifi lemot🙏🏻 Apa bisa minta direstart dari pusat? Karena sudah saya restart modem,KI2906
Iya minta tolong aq lupa proses cek melalui browser,KM0787
Bedanya paket kapten sama superstar apa kk,KI3428
Oalah iya kak baik terimakasih. 🙏,KI3428
Iya kak reguler saja yg kapten,KI3428
Baik kk . Tp  kok harga pembayarannya tdk muncul ya kk,KI3428
Baik kk siap,KI3428
Baik kak saya tunggu 🙏🙏🙏🙏,KI3428
Rumahnya masuk gang kecil sebelah laundry ya kk,KI3428
Caranya gmna kk . Nnti di jelasin kmbali gitu a sama teknisinya cara² nya perihal yg turbo atau kita yg minta pengaktifan turbo,KI3428
Maksudnya sistemnya ?,
Apa adanya cuman di android ?,
udah restart modem,STKI0007
"Halo kak, kenapa di tv tidak bisa menyambung ya? Sebelumnya bisa tersambung dengan login via browser ini kak",STKT0025
Pemasangan baru kk,KT2141
Oh akhir bulan ya kak,
"Tadi sudah dicoba tetap seperti itu kak, direload juga tetap begitu, stuck",STKT0025
"Itu admin, udah beberapa kali di coba tetap seperti itu tampilan nya",KI1555
Masih mati pak,KT0426
"Baik admin, terimakasih 🙏",KI1555
Cctv standby nyala 24 jam,KM0787
Maksudku kalo aku ngga lanjut lagi untuk februari itu ngga bayar kan ?,
"Selamat siang admin, maaf mengganggu waktu nyan🙏. Saya ingin menyampaikan sedikit keluhan tentang sesuatu pada saat ingin mengakses situs router Huawei di google tidak bisa masuk, kira kira apa solusi yang perlu di lakukan ?? Sekian terimakasih 🙏🏻",KI1555
Mohon bantuannya admin 🙏🏻,KI1555
Daerah malang Jalan a satsuitubun VI/22 apa kah tercover,
Nama : Hendrik No Tel: 0821 4216 0650 Al Pem: Perum Puskopad Blk L 11 RT 03 RW 14 Kelurahan : Candirenggo Singosari Share lock : Menyusul masih di luar Tahu : dari iklan di radio,
Kak untuk pemasangan baru skrg brp,KM0441
"Saya dapat info dari iklan, Ada paket apa saja?",
ini ngatasi halaman login yg ga muncul gimana ya,STKI0007
ketik manual superstar.kaptennaratel.com tetep gabisa,STKI0007
atau emang cuma bisa di device tertentu?,STKI0007
itu aj saya gatau kk,
xiaomi blackshark 4s,STKI0007
Brrti hanya bayar 1 BLN pembayaran ya kak,KM0441
Bukti pembayaran bln okt 2025 kak...,KJ1453
"Saya konfirmasi untuk paketnya dulu, apa saja",
"ok kak saya mau ambil paket yang 10+5 mbps, besok sabtu jam 10 pagi ya kak",
"Hai mom, maaf ya saat ini admin kami sedang offline karena diluar jam kerja, tapi jangan khawatir, kami akan membalas pesan setelah admin kami kembali 😊  JAM OPERASIONAL *Senin-Sabtu pukul 08:00-17:00* *Hari Minggu dan Tanggal Merah Tutup* (dibalas 1per1 chatnya dari paling bawah ya mom)  Untuk melihat katalog  kami bisa liat klik www.instagram.com/haideerentalmalang/ atau klik www.haideerental.com  :)  *Pesan ini dikirim otomatis*",
Alhamdulillah Sudah lebih baik dari tadi 🙏🏼,KM0787
Sudah kami byar kak utk bln ini sy  meninfokan sj,KJ1453
"Aku kan oktober bayar, berarti misalkan november berhenti ga bayar kan ?",
Mau konfirmasi ganti nomor,
"Saya dapat info dari iklan, Ada paket apa saja?",
ini barusan banget,STKI0007
"Halo, dengan Aini Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama, nomor telfon:  Alamat Pemasangan: Cluster Wijaya Prima Kavling 5 Jl. Wijaya Kusuma, Sekarpuro, Kec. Pakis, Kabupaten Malang, Jawa Timur Kelurahan: Sekarpuro Share location: Tahu Kapten Naratel darimana: google maps    Terima kasih 😊",
ini price list untuk paket reguler ya kak?,
ok kak terima kasih informasinya,
sama mau nanya untuk biaya instalasi ada biayanya lagi kak?,
itu bayar diawal atau pascabayar kak?,
Bisa dibantu rekapan dan invoicenya tf kemana?,
Bisa diulang kak notifnya?,
Senin jam 9?,
Bisa dikirim ulang notifnya?,
Oh dah bisa kak,
Ga catat nya id nya kak,
blackshark ini kadsng bisa,STKI0007
tp terakhir kesambung 2 mingguan lalu,STKI0007
redmi a1 gapernah bisa,STKI0007
ga di cek ya vidio saya?,STKI0007
Gk ada kak,KT2141
diusahakan segera ya,KT0426
kak ini saya mau bayar narateln,
mhn segera di proses,KT0426
Nomor pembayaranny mna ya,KD0698
Tetep gak nyala pak,KT0426
Iya untuk cek wifi sendiri gimana carae,KM0787
Maap wifi Saya kok jelek sekali.🙏🏻🙏🏻,KD1752
Mhn info tagihan bulan ini saya pakai VA yang kmrn untuk bca,KT1895
Eh tggl 2 saja,
"Dear Sobat Kapten,  ID Pelanggan: KT1895 Nama: Bahrur Rosyidi Paket: 20 Mbps Jatuh Tempo: 26 September 2025 Total Tagihan: Rp 328.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000017099 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",KT1895
Langkah selanjutnya ?,
Tanggal 1 yaa,
Semalam masih bisa di tv,STKT0025
"Yth. Pelanggan,  Berikut informasi terkait layanan yang terdaftar:  ID Pelanggan   : KD1752 Paket Layanan  : 5 Harga Paket   : Rp 120.000  Metode pembayaran yang tersedia:  BRI VA Jumlah  : Rp 122.500 Nomor  : 57889330007332268  Alfamart Jumlah  : Rp 125.000 Kode   : 1001451991072  Indomaret Jumlah  : Rp 125.000 Kode   : 451991073  Nama Terdaftar: Andy Irawan Suparno",KD1752
yg 30mbps biaya pemasangan brp? perbulan brp?,
"Btw kak, ini aku kan masih ada indihone yg nyantol, gpp ta kak ?",
yg di maksud pasword naratelnya apa email-nya,
kn itu sudah saya kirim bukti pembayaran sebelum sebelumnya,
Mungkin pagi gt bisa kak ? Jam 8/9 ?,
Aku nanti siang mau ke plaza telkom si mau daftar buat matiin indihome,
"Mau tanya, kenapa hari ini koneksi jaringan wifinya lambat sekali?",KM2294
"Kiranya cukup, makasih",KM0787
apakah benar ini,
Dapat gift apa kak?,
selamat siang kak. wifinya apa ada gangguan sistem. di rumah saya wifinya tidak bisa,JT1132
bulan depan mau pindah kontrakan apa bisa pindah waifinya?,KT1479
"Iya kak sudah, sebelumnya juga menggunakan cara seperti itu. Tapi kali ini tidak muncul untuk memasukkan user & pass nya",STKT0025
Dari tadi sebelum complain🙏🏼,KM0787
Ok makasih banyak,KM0787
Km 1922 atas nama Adi pamungkas,KM1922
"Kaak, misalkan aku masang untuk bulan ini, berarti aku bayarnya sekarang atau bulan depan ?",
Loh yaa ini kan kak,
Bukan perbulannya saja kak?,
Apa saya yg salah tangkap yaa kak?,
iya benar kal,JT1132
kalp ada router sendiri tidak perlu beli ya?,
tulisannya menyambung aja dan tidak ada internet,JT1132
lokasi yg Baru apa yg Lama?,KT1479
"Jika sudah punya modemnya, apa masih wajib beli kak?",
Jadi kalau yg ini alat² nya beli sendiri yaa bukan fasilitas dari pt,
"Hallo kak dengan Meiryza Customer Service kapten Naratel, bisa dibantu mengisi format berikut terlebih dahulu ya kak Nama: mahendra Alamat permasangan: Jl. Jembawan III blok 4b No.4 Kelurahan: Pakis Tahu Kapten dari mana: ig Sharelokasi:  terimakasih😊",
Masih tersendat sendat terus. Mohon servisnya,GJ0295
Saya g d mlg ibi,
"Bertanya, utk daerah kelurahan Buring di perumahan puncak buring indah, apakah terjangkau layanan? (Alamat di Jalan puncak buring indah blok p1 nomor 10)",
sudah saya tunjukkan kode itu,
"Kalau pembayaran lewat aplikasi Dana, gimana caranya kak?",KM1486
Saya mau daftar,"KI1382, KI3430"
Aku daftar sekarang pemasangannya kapan kak ?,
Sy nnya biaya nya dulu aja,
"Baru saya masuk kan hari ini,tyt tidak bisa","KI1382, KI3430"
Barusan Ada notif ini kak,"KI1382, KI3430"
"Gpp kak, ini sy masih diluar, mgkin smpe rumah jam 18.30 gpp?",KT2170
Besok paling pagi jam brp kak?,KT2170
"Jika ini di pakek, apakah bisa?",
Itu include apa saja kak,
G jadi kk,
Baik terimakasih saya info k temen saya,KM0441
Kok lemot ya,KI1735
Mau pasang wifi,
Masih sama kak,STKT0025
Nnti saya tanya org rumah kak,
baik kak terimakasih,JT1132
Kak maaf tanya ini user yg dimaksud user apa ya kak . Kalau mau ganti pasword,KI3428
Boleh no rek untuk pembayarannya,KD0845
Kalo ngga android gimana ya kak? Ngga bisa bayar manual ?,
Misalkan kami pake yg point 3 bisa kak?,"KI1382, KI3430"
